Date,LONN.SW,SIKA.SW
2023-09-27,425.4917411604859,235.02907332665265
2023-09-28,426.23719170485685,231.53238437168844
2023-09-29,423.08894232027234,226.3863786592774
2023-10-02,418.3681380665084,224.82561558998077
2023-10-03,427.813451197277,225.50495457494273
2023-10-04,430.6082233603425,223.7242296367527
2023-10-05,428.90133495955337,231.67754499963493
2023-10-06,435.1115949957897,227.71487359447733
2023-10-09,422.4905289978102,225.56159474773773
2023-10-10,413.37417397128,221.44514311114668
2023-10-11,408.46046606870345,223.54636248851762
2023-10-12,415.4287555382708,231.33442373169362
2023-10-13,415.03577671069274,226.91395886131878
2023-10-16,420.05156676903295,235.54951352726238
2023-10-17,410.96458406403707,234.7672869000258
2023-10-18,407.84267709335694,230.93569739563415
2023-10-19,403.830601292492,233.06149003609374
2023-10-20,415.66580862573494,232.0737793916564
2023-10-23,431.6660608501541,241.73920693951976
2023-10-24,428.2848143931269,243.24152522235238
2023-10-25,421.5294414561993,245.18538180279364
2023-10-26,434.62037579636035,244.6270983610087
2023-10-27,436.117539403542,248.86740059744878
2023-10-30,444.87984294829596,243.9400911359501
2023-10-31,433.52800785946306,243.20305303698913
2023-11-01,426.6974934562996,245.01214729629035
2023-11-02,426.1908150591277,253.05676516561886
2023-11-03,427.6204287388618,255.0287121656248
2023-11-06,425.88483054376616,260.1151485738088
2023-11-07,417.15216975845584,263.035081050914
2023-11-08,422.00095525182826,266.8641895759121
2023-11-09,421.0375473037536,267.40712199612756
2023-11-10,424.7666816240143,273.3185065563363
2023-11-13,430.9509851161861,274.04271089522206
2023-11-14,416.22935563269505,266.8475679827221
2023-11-15,425.4402675936682,273.83783161056573
2023-11-16,427.8321925364608,277.29876960975713
2023-11-17,425.05786585400847,276.04734276106734
2023-11-20,428.63430378386334,269.3258432599823
2023-11-21,435.69282761197127,266.85525299723423
2023-11-22,417.61676957695397,268.66595573849463
2023-11-23,419.5845040213148,266.15850192604614
2023-11-24,420.81982050796876,258.6143678476612
2023-11-27,427.5196174327498,257.2676536179408
2023-11-28,436.99437221230136,261.81057985588444
2023-11-29,432.00308465335564,258.83560631588114
2023-11-30,416.7701361416883,259.37840288320143
2023-12-01,393.89383180740174,254.64553234896033
2023-12-04,397.62190703957407,260.56423145343086
2023-12-05,390.5531950482288,254.66529012483744
2023-12-06,390.95944812030444,250.1015250206603
2023-12-07,373.7348814276793,250.0712348219889
2023-12-08,385.3320791637352,251.43044313946442
2023-12-11,382.33894667286444,248.4147954335647
2023-12-12,375.24341259407043,243.65082415137257
2023-12-13,385.48967712655315,243.97375658404496
2023-12-14,400.8338567750842,244.46208494264823
2023-12-15,421.7301492804795,245.26890228435965
2023-12-18,418.4233356181966,240.18582660074523
2023-12-19,402.49333064363606,234.44497764017493
2023-12-20,388.02338592194405,230.7100450828105
2023-12-21,385.74003216799645,223.18273238802232
2023-12-22,385.1361315749234,219.38147723043318
2023-12-27,381.017869086042,219.26892544828416
2023-12-28,369.89083259346114,224.81064738373522
2024-01-03,376.5050341302825,223.2874845321006
2024-01-04,386.9542112392406,224.27317746044585
2024-01-05,400.96545132157655,227.00390926520225
2024-01-08,405.0437121547781,226.9164475411157
2024-01-09,412.5290901839373,232.45349144993688
2024-01-10,415.1283815864568,233.98717293045837
2024-01-11,401.0363375985683,232.34880460587328
2024-01-12,402.8259471201988,228.06115473130222
2024-01-15,396.05652682728373,225.7372891035141
2024-01-16,390.1528208875918,220.806221599493
2024-01-17,384.66023266151325,220.34520235864673
2024-01-18,390.8970608522687,220.5914331827687
2024-01-19,394.8181932170201,215.36110283866935
2024-01-22,387.78030834931786,212.92398161354382
2024-01-23,388.6114627050642,206.8618080272836
2024-01-24,369.20971658300346,206.32585275436426
2024-01-25,358.31444233408445,208.23319745122333
2024-01-26,353.0768378639508,205.21470887161763
2024-01-29,345.670624813649,197.77735520635002
2024-01-30,345.36314414208385,194.84791876754218
2024-01-31,339.7212708942201,196.07965040880754
2024-02-01,348.67273353418767,189.70505105033843
2024-02-02,331.28400943995945,179.78330820852608
2024-02-05,334.49859370850214,184.00870094227943
2024-02-06,333.79996739935336,185.9499614242636
2024-02-07,328.80449768068047,182.3794644198954
2024-02-08,330.91602052966454,187.2703428530881
2024-02-09,350.48645926117007,195.1741891607709
2024-02-12,354.756684874991,199.07947051220862
2024-02-13,358.7358277827982,202.55822471154715
2024-02-14,362.3837594276357,200.92853750452474
2024-02-15,357.6513660263742,198.9862294907408
2024-02-16,357.4929181477018,193.88063804478617
2024-02-19,356.59542473920925,188.4138571957026
2024-02-20,362.1806632220476,192.11123657007147
2024-02-21,361.25300502123787,193.33880057539352
2024-02-22,367.6691258172165,194.27757927059184
2024-02-23,375.9146919148981,197.9594892085562
2024-02-26,387.3935887390222,193.1262924778281
2024-02-27,380.13722991051964,196.41651833877276
2024-02-28,386.76917202534025,200.78886314466678
2024-02-29,393.23193864102944,197.53311992230172
2024-03-01,389.54999047836276,201.4666436615126
2024-03-04,383.532565629977,198.8275298047397
2024-03-05,372.93025069542193,194.7227043858381
2024-03-06,371.1211252599184,192.40951379414363
2024-03-07,368.19777363407644,191.7586560399721
2024-03-08,369.48813017697057,192.76664817010723
2024-03-11,369.7430885640569,191.5383503227673
2024-03-12,383.4820551237302,195.65094387986144
2024-03-13,376.3538743973873,198.2778638710737
2024-03-14,393.4082696259267,206.5003491418247
2024-03-15,389.8952319309525,203.37684460004095
2024-03-18,390.07671705913936,201.6846921263073
2024-03-19,391.59049215882277,199.9499429909253
2024-03-20,386.96337361168145,200.69159763593882
2024-03-21,397.9658042408327,203.92758071586718
2024-03-22,391.22735640898594,210.29823724461946
2024-03-25,399.6469187398537,210.9352317878564
2024-03-26,397.35893638782454,214.8406994451683
2024-03-27,400.2972032097601,212.84660548556516
2024-03-28,406.31418281284175,212.64345021847748
2024-04-02,414.34117336361265,209.89132127909457
2024-04-03,392.9131940954009,205.3005073626158
2024-04-04,390.4583156448357,204.68491192889246
2024-04-05,394.12718637108685,200.45636524810772
2024-04-08,390.8152091833617,199.48926151035326
2024-04-09,381.8215247665354,196.92905679477516
2024-04-10,370.95079526805534,195.17800646466333
2024-04-11,376.52667839688576,193.99088508931771
2024-04-12,376.2492839204151,194.4226710892502
2024-04-15,390.49220526512255,198.4883997465761
2024-04-16,389.71699949422043,198.58330305840954
2024-04-17,376.7821460428033,200.26863083217714
2024-04-18,374.45434379005906,199.27711186515555
2024-04-19,371.8811240499441,202.8036437933276
2024-04-22,376.9991962791976,204.18853505161204
2024-04-23,373.645852343846,192.88757236695486
2024-04-24,378.17449647733224,193.47111960284815
2024-04-25,381.84430081115465,194.30650814362406
2024-04-26,386.20736503492657,199.2938710124363
2024-04-29,385.70694893731513,196.31293428343974
2024-04-30,395.04163022400496,193.15031239074816
2024-05-02,385.5917863242645,198.25683223165328
2024-05-03,399.00627447482844,203.07601168534282
2024-05-06,386.8608866401006,195.15702168994258
2024-05-07,377.5741047574696,199.05501737330988
2024-05-08,377.2214511224681,196.31928354174008
2024-05-10,375.2489478666254,195.831183294716
2024-05-13,385.25929438748085,200.73839706199772
2024-05-14,405.025742115773,200.96072946029716
2024-05-15,395.02190956628897,202.06134254418657
2024-05-16,405.19978648865447,207.83515888866447
2024-05-17,399.87897535572324,209.53847501819124
2024-05-21,418.257291598673,211.1188019492575
2024-05-22,413.98356559731997,213.76484574006327
2024-05-23,425.37220340292924,211.25281964068955
2024-05-24,426.2650922927111,218.31164628719753
2024-05-27,446.0381296217036,220.32182938279354
2024-05-28,432.8453174760936,212.47389820433506
2024-05-29,433.5352866821093,212.54870937255853
2024-05-30,418.1933789697411,203.0691602037968
2024-05-31,415.8126861277479,207.2258922887477
2024-06-03,430.75679976987607,207.03990225259858
2024-06-04,421.0078081286199,207.74344415265813
2024-06-05,428.78114303594475,210.0054025803968
2024-06-06,431.0782571100418,214.85830166000224
2024-06-07,439.6510471836496,213.77343127340671
2024-06-10,437.8189315520058,205.47391242063244
2024-06-11,439.4218389564389,205.06495010615328
2024-06-12,428.4928277030629,198.86687865031683
2024-06-13,429.47157068572494,200.95192536102917
2024-06-14,434.78063130441336,199.9377135658155
2024-06-17,430.4255569484166,194.6426935219962
2024-06-18,431.957919572927,200.06937134791337
2024-06-19,421.6984697383098,197.8056861824161
2024-06-20,436.95720183695624,199.505705302095
2024-06-21,453.24111508476324,208.23764778068
2024-06-24,444.1312062715158,208.51281021233984
2024-06-25,440.88996709287323,206.81677466878736
2024-06-26,454.7900203628878,207.268066536974
2024-06-27,441.0834602096571,197.81190889247875
2024-06-28,436.1246688266088,201.03090288626865
2024-07-01,448.66146017120275,200.6577694955625
2024-07-02,456.1963891096556,208.62107140230904
2024-07-03,458.83331860729805,210.2001491445862
2024-07-04,484.19520997871456,218.28665188883394
2024-07-05,472.37360287211965,222.1426605553848
2024-07-08,465.4052995545917,216.16741685714786
2024-07-09,461.8105184215664,217.4653657320903
2024-07-10,476.3745386013942,218.70358167113767
2024-07-11,475.44805488492534,224.34094628941241
2024-07-12,457.88942482714674,215.6224552479184
2024-07-15,466.08161531914334,218.28454956891935
2024-07-16,477.4314972713755,222.53833815145637
2024-07-17,474.3969685657156,217.20719874080496
2024-07-18,478.15082934650246,211.97468428700012
2024-07-19,483.8534878266216,207.6786970221819
2024-07-22,479.8015443336416,203.97934837804976
2024-07-23,462.97280202359394,197.7080846732524
2024-07-24,460.00161477412587,199.14737782964858
2024-07-25,474.8164187555854,202.83918516925783
2024-07-26,479.3623966414633,199.59431847738364
2024-07-29,479.92451489480896,197.32297138220594
2024-07-30,479.2940330576308,197.46342604840063
