Date,LONN.SE,SIKA.SE
2023-08-21,459.7067595733258,240.28088453227642
2023-08-22,458.81273150334204,250.56114201066697
2023-08-23,468.4639507955582,258.42927321022785
2023-08-24,487.13371295830797,261.0116427598355
2023-08-25,480.9000525975874,266.3808398013556
2023-08-28,473.7562120984028,265.23776978499234
2023-08-29,480.33094480297103,276.16436136988926
2023-08-30,470.0141737446316,274.6473841254994
2023-08-31,461.4917397169904,271.66805172907993
2023-09-01,468.3152543007337,272.0111054038537
2023-09-04,471.8543862821221,270.88213753753473
2023-09-05,474.00709406392815,268.9149928367421
2023-09-06,492.9383919117408,273.920774436131
2023-09-07,484.57691303033886,267.9220423843475
2023-09-08,485.2721975034257,268.2629460854989
2023-09-11,498.1062286122587,271.02506595675936
2023-09-12,501.4943492053554,267.7062988804326
2023-09-13,493.8518346178117,275.62164205557303
2023-09-14,508.17177446981094,271.1807601671088
2023-09-15,511.21378825609526,271.5024004761833
2023-09-18,527.277254302286,282.2854649133301
2023-09-19,514.9597097575166,274.34024380672747
2023-09-20,515.8541118101386,274.9282798372034
2023-09-21,523.4027839805159,271.386929274112
2023-09-22,526.1324057917257,280.55189892194295
2023-09-25,513.706884382271,274.8843926606734
2023-09-26,532.6262821450675,279.67006690411654
2023-09-27,520.6651625352579,280.17111801853486
2023-09-28,522.3494247471432,271.9594619204596
2023-09-29,508.6746192998398,264.7798760524066
2023-10-02,509.67439367981655,268.2417656883958
2023-10-03,522.462329658872,275.6366856576024
2023-10-04,519.3026791209162,279.7677076222368
2023-10-05,527.5058780825751,283.1041312191785
2023-10-06,524.756675987283,283.9389390173782
2023-10-09,521.2416106010978,283.66091041169017
2023-10-10,519.4217760269056,277.51189116000086
2023-10-11,520.4687595868762,277.4658802743694
2023-10-12,512.7334264585769,280.7900634790058
2023-10-13,513.3693223968482,275.784530961673
2023-10-16,515.3891183987794,272.7099809777236
2023-10-17,522.3697480649587,272.6051885570952
2023-10-18,528.4865646379021,275.67993495523046
2023-10-19,518.5003129995753,280.66943297389764
2023-10-20,518.2516706098245,280.31330102582007
2023-10-23,537.8859410335394,286.91819462426395
2023-10-24,554.8528623074316,289.2479714578871
2023-10-25,572.7674313176251,294.252697776218
2023-10-26,593.8555659034756,304.453454129418
2023-10-27,609.4429571435566,307.61275363676253
2023-10-30,599.4946124033456,307.7935007366454
2023-10-31,589.926237808676,303.13069356586175
2023-11-01,585.0509910574124,304.12648811174114
2023-11-02,588.4114472817377,305.6466543422064
2023-11-03,572.0569092148745,299.9479597301548
2023-11-06,578.1085504027,301.321665064645
2023-11-07,583.9140664417536,301.969108744387
2023-11-08,561.9973436858594,307.61749317867003
2023-11-09,559.7329817798682,308.31022284341395
2023-11-10,578.3506777170353,313.30868928530185
2023-11-13,577.5173565309123,316.6979808170008
2023-11-14,592.0716981098624,318.11799662692584
2023-11-15,575.4529133371647,315.9791289836593
2023-11-16,568.3099033848081,316.6583103709044
2023-11-17,553.580539658603,313.2871877770204
2023-11-20,553.2944024629189,317.3182489304524
2023-11-21,565.43008494613,326.50331850424925
2023-11-22,571.7194983114156,322.45141780945846
2023-11-23,592.9144600713655,328.9738804294161
2023-11-24,609.7729821735559,343.4546637251928
2023-11-27,608.5103806327974,341.08376655074846
2023-11-28,595.1019485935363,341.61551521060545
2023-11-29,600.877030364259,340.0249037359125
2023-11-30,608.9221571613886,343.7149411988668
2023-12-01,607.3211120951532,339.45698529841786
2023-12-04,602.1196173302262,344.88390505813396
2023-12-05,601.6183437383679,337.98928388262755
2023-12-06,588.2234676697145,337.76965151718485
2023-12-07,567.4391029711062,325.3511656792801
2023-12-08,578.4686784529855,327.4472252371877
2023-12-11,559.7687459099989,326.79419494495534
2023-12-12,557.5309673497794,329.8934451645915
2023-12-13,577.2039894092063,332.19849072412404
2023-12-14,567.8298970341975,321.64804852166833
2023-12-15,560.6822144134235,316.10549249959297
2023-12-18,558.1097869792418,308.4364394113193
2023-12-19,545.2776755860816,301.35505402884866
2023-12-20,547.0891061705267,312.88335519442285
2023-12-21,513.3131122580578,304.2636569865152
2023-12-22,513.6642601704972,298.2016293855003
2023-12-27,525.5772824117283,301.95360265809074
