Date,LONN.SE,SIKA.SE
2023-10-24,336.82760172722584,216.2495185200122
2023-10-25,327.08974276253224,214.660339475307
2023-10-26,326.2342496520193,211.98592206674184
2023-10-27,311.65133761056524,214.72321712707281
2023-10-30,317.3281415781626,216.54877071644714
2023-10-31,319.602117535946,218.076465821364
2023-11-01,315.1807033243388,217.80496317596715
2023-11-02,313.93651906685886,218.82530614591843
2023-11-03,322.0344405325369,219.90392598427
2023-11-06,330.7985610799361,217.0606935089211
2023-11-07,340.35869808114904,221.37918523870667
2023-11-08,354.63036222565944,222.20213359167423
2023-11-09,340.2113283062513,216.16437244624433
2023-11-10,333.52122697425654,218.103999556767
2023-11-13,326.1886021320246,210.98742983705088
2023-11-14,320.0480697496068,209.08057908546695
2023-11-15,321.09909376736147,212.77697586698147
2023-11-16,324.86803443283213,214.21372913379102
2023-11-17,310.04214585775435,214.02317605743298
2023-11-20,281.37329625467345,203.01519820609946
2023-11-21,314.3884846348382,211.76244099014264
2023-11-22,294.4595491763895,211.06687931122454
2023-11-23,299.230928840485,212.5187405727231
2023-11-24,301.95001154721325,212.2666939012326
2023-11-27,288.1001532835321,207.7671507541598
2023-11-28,299.4848598506109,214.25884149755024
2023-11-29,295.0877168565554,211.89820749261057
2023-11-30,297.73364224215277,208.05725245773195
2023-12-01,304.2747678818363,208.79314339704473
2023-12-04,307.2897742604529,211.10139373219334
2023-12-05,316.71513337611384,212.06274645939703
2023-12-06,314.248055345223,210.07940610925894
2023-12-07,326.80620145213373,213.72310225661514
2023-12-08,323.9995098241948,212.97471861120167
2023-12-11,337.2694901982637,214.65285476398205
2023-12-12,325.383150722505,212.08916501688924
2023-12-13,325.37669348007427,213.39605044681016
2023-12-14,310.7289851186711,211.9485575532086
2023-12-15,318.99665718152556,207.0471348493857
2023-12-18,315.537400399012,203.6211909774124
2023-12-19,325.8064138685638,203.10217342062836
2023-12-20,332.06921201224554,197.37855196762595
2023-12-21,331.50375107395035,198.82018655367864
2023-12-22,320.36171136663353,200.10933883623673
2023-12-27,323.0803870417,204.47538812238037
2023-12-28,339.0829398019073,211.97091871407983
2024-01-03,332.21572258783556,208.9317571999927
2024-01-04,306.99625631449396,208.53134300649097
2024-01-05,319.93410346191064,214.37363892986417
2024-01-08,326.1128605774035,217.84089250950248
2024-01-09,312.4813929767466,214.14963483398276
2024-01-10,316.4092481917535,213.45012393980946
2024-01-11,303.3486313474458,208.94446375770465
2024-01-12,306.63837629436193,205.86531994087244
2024-01-15,304.2557027658123,208.13311621217449
2024-01-16,285.994736939813,206.58589439434863
2024-01-17,283.91835864616735,206.90731990789288
2024-01-18,272.2497517329768,207.71429679425245
2024-01-19,293.9748191303937,212.4336401713603
2024-01-22,280.9942329571642,213.2013754357249
2024-01-23,284.9431870339418,219.9194718813001
2024-01-24,308.9667219049328,220.97768639983198
2024-01-25,306.4331422053903,222.86191585360953
2024-01-26,315.7379308265462,222.43705427364435
2024-01-29,321.30917563240376,224.4762233465872
2024-01-30,316.67337128369593,218.64049023614643
2024-01-31,311.32451703094694,218.34208021657767
2024-02-01,305.1009240551049,216.53490007129102
2024-02-02,314.1995006377454,219.28039794639298
2024-02-05,325.71495482718797,225.35061919624175
2024-02-06,333.6261580538979,225.47936420770685
2024-02-07,333.9954696118489,225.84870139349277
2024-02-08,322.74028595597383,221.27071662612485
2024-02-09,324.82216979144283,228.41648263089192
2024-02-12,325.3638041210175,231.02800648379932
2024-02-13,309.28966904446315,228.18269552211171
2024-02-14,311.71327018418265,229.27478339319964
2024-02-15,308.9551590587456,228.19588814739285
2024-02-16,305.2829443018391,224.75887402565755
2024-02-19,307.8119173516726,227.59671887800522
2024-02-20,297.58547249311204,224.53353988707656
2024-02-21,298.20085331847514,223.89943662470253
2024-02-22,314.8595892872886,230.82758273103292
2024-02-23,305.6952886400712,225.63602186549858
2024-02-26,293.9555714246072,224.20018734952717
2024-02-27,297.1634247766651,224.2648911013006
2024-02-28,296.9603164999378,219.7982436206705
2024-02-29,286.529857156058,216.99872885892077
2024-03-01,275.06042481275745,213.12155169232884
2024-03-04,267.6003845593911,211.20138003783015
2024-03-05,269.1259856284613,211.47692907495016
2024-03-06,263.8254610429077,207.2152224191731
2024-03-07,266.15148358729954,207.05499215770814
2024-03-08,272.0201134668389,209.21814466740236
2024-03-11,271.74647356895827,208.69320567162356
2024-03-12,279.0802943421191,209.30489343062598
2024-03-13,289.9150096439187,208.2235861252484
2024-03-14,275.2519914171164,205.47073478772074
2024-03-15,251.62839754019475,198.94749798575722
2024-03-18,254.70106969599894,204.60196349727616
2024-03-19,257.2903771274215,202.66722120018852
2024-03-20,263.59026347165513,205.91213519706903
2024-03-21,266.2450642764707,207.4678016183912
2024-03-22,262.9842198259022,205.71079400573717
2024-03-25,263.88340667111123,210.25676747008174
2024-03-26,267.5079705172849,210.37281529735858
2024-03-27,258.13063863462673,207.34686662847514
2024-03-28,265.4152112895293,211.6737163666489
2024-04-02,257.3824504284264,211.0644969961139
2024-04-03,254.74723973314133,211.8466144026865
2024-04-04,251.00513086527388,215.19167227450774
2024-04-05,246.5705363163107,215.74842963644352
2024-04-08,245.3323957786633,214.7634725368983
2024-04-09,249.97238429624807,218.96054246740212
2024-04-10,243.5170774843656,222.17270176742386
2024-04-11,266.5864149371219,229.19955459164996
2024-04-12,259.38183430179714,224.19206760225757
2024-04-15,249.0436218581398,226.80373907256063
2024-04-16,240.93563642433568,225.98384265050788
2024-04-17,244.87736305982077,226.82083375919652
2024-04-18,248.5723519468777,226.3683282156572
2024-04-19,246.7061544310867,225.3878694999366
2024-04-22,247.7877879491403,228.12118252037908
2024-04-23,261.0152251872844,226.2521007513226
2024-04-24,238.56658572503738,221.11345764021937
2024-04-25,236.36024168492588,219.83572330546016
2024-04-26,246.63105891130772,225.30080791324608
2024-04-29,241.88426398276434,228.5712297881946
2024-04-30,241.1837916868223,224.31900362524436
2024-05-02,250.6915395260094,228.93601415850029
2024-05-03,245.8399817662448,233.45990035401957
2024-05-06,250.02696223221943,231.29664394469444
2024-05-07,236.30411685338615,223.95248998671343
2024-05-08,223.92855888468523,222.62095879913227
2024-05-10,227.9733433273671,218.4279108066116
2024-05-13,219.42519185165256,216.9670866425911
2024-05-14,216.84434661319852,214.52635513961826
2024-05-15,220.54112060581633,217.9660851419409
2024-05-16,225.00128312003366,216.71468939943242
2024-05-17,231.9908263930051,217.48285634443928
2024-05-21,233.63632641724178,224.26778391711656
2024-05-22,225.9181529277697,225.4490460989094
2024-05-23,216.95319872053147,226.20923847547124
2024-05-24,221.58639399839987,228.33602564010707
2024-05-27,218.374345596374,233.01488913313207
2024-05-28,216.78926386328985,228.61826750199822
2024-05-29,220.7821834939224,230.78990899775343
2024-05-30,228.62074215581586,229.25829963411874
2024-05-31,223.68072476105337,227.42335049383817
2024-06-03,222.37434973374368,228.77893728088924
2024-06-04,215.68888575863383,223.53646705006165
2024-06-05,214.16675956458042,222.45357357136757
2024-06-06,215.7053339415347,224.27717714314292
2024-06-07,223.96652363635621,228.77430707086063
2024-06-10,220.66754459313546,229.77213067039762
2024-06-11,218.817329377383,225.76795260328552
2024-06-12,214.12034085935616,219.1272833458001
2024-06-13,211.6508752193082,222.63566872206624
2024-06-14,205.70621882042616,224.33281971648478
2024-06-17,214.52306528050747,226.5490183101227
2024-06-18,213.6467035171197,226.6617195811733
2024-06-19,208.3609084067904,224.11658379601232
2024-06-20,204.10803622409517,219.81780411155634
2024-06-21,200.74980018150598,219.60717039944913
2024-06-24,195.75039831420003,218.90402401619684
2024-06-25,185.03446882432678,213.40214945544275
2024-06-26,182.90836821675074,210.92194185761562
2024-06-27,184.876362679475,213.122203534855
2024-06-28,182.28658753266225,213.43513439027728
2024-07-01,190.65746993864923,222.46784065575758
2024-07-02,184.9332280635591,215.64332944216846
2024-07-03,187.87946706062664,215.17072982013448
2024-07-04,189.1282203832382,215.59631335797786
2024-07-05,180.95618623241748,215.2653075413644
2024-07-08,175.22402881120428,214.26311483309547
2024-07-09,172.2680927500364,215.3784744442204
