Date,LONN.SE_0,SIKA.SE_0
2024-02-15,1105.5588677113506,205.99910161201603
2024-02-16,1077.3611688025217,200.96579342754202
2024-02-19,1098.8016792702751,195.37233103437762
2024-02-20,1049.6134030244789,193.52577055328726
2024-02-21,1101.4650140682666,206.0331959637924
2024-02-22,1067.6809973600978,213.50201086816585
2024-02-23,1024.9371647213577,202.80288345284285
2024-02-26,1015.032864780878,200.94357997371358
2024-02-27,1044.6292238422443,209.82009055642203
2024-02-28,1070.905793659657,206.55208077553874
2024-02-29,1081.9397082543085,209.0039960460013
2024-03-01,1143.0025617934741,211.19184055354535
2024-03-04,1103.418087449685,211.3325848444326
2024-03-05,1080.31345950924,212.02900476331365
2024-03-06,1056.2360752366276,211.04998245679107
2024-03-07,1038.4009824645316,208.4485387366539
2024-03-08,1061.5540466261884,205.87319053112202
