Date,LONN.SE_0,SIKA.SE_0,LONN.SE_1,SIKA.SE_1,LONN.SE_-1,SIKA.SE_-1
2023-08-21,475.2403736034781,254.33382708365582,476.24745216589275,255.36143850621605,474.2332950410634,253.3062156610956
2023-08-22,538.098130085377,250.3372249812104,539.2384100813198,251.348688516488,536.9578500894343,249.32576144593278
2023-08-23,567.3272060106481,270.41263137788195,568.5294251376043,271.50520766627744,566.1249868836918,269.3200550894865
2023-08-24,549.783330133209,294.1457521309777,550.9483721551061,295.3342198163554,548.6182881113119,292.95728444560007
2023-08-25,572.3780035411888,312.362486521707,573.5909257779789,313.62455717432,571.1650813043989,311.10041586909415
2023-08-28,582.0849551891414,369.7181569860487,583.3184473594936,371.2119677213459,580.8514630187893,368.22434625075164
2023-08-29,606.8302277841763,380.2571772638004,608.1161574891651,381.7935698992097,605.5442980791876,378.72078462839113
2023-08-30,684.9276974776093,394.94147055625484,686.3791229861442,396.5371936696135,683.4762719690744,393.3457474428963
2023-08-31,817.3731072934307,482.53408602012246,819.1051969465213,484.4837186909109,815.6410176403402,480.5844533493342
2023-09-01,788.8557837911974,513.004090061694,790.5274425828719,515.0768338599231,787.1841249995229,510.93134626346506
2023-09-04,751.5662656873902,511.1875620162799,753.1589045212266,513.2529663072548,749.9736268535538,509.12215772530516
2023-09-05,812.0396388374304,537.2163815130352,813.7604263746998,539.3869527514718,810.318851300161,535.0458102745988
2023-09-06,904.7248991308753,585.5582640046525,906.6420953570479,587.924155980429,902.8077029047026,583.1923720288762
2023-09-07,893.4057181043029,562.2419627360397,895.2989279328773,564.5136474339631,891.5125082757284,559.9702780381162
2023-09-08,840.843250915144,566.5105166729047,842.6250759859537,568.7994480534013,839.0614258443342,564.2215852924081
2023-09-11,821.0668299197306,546.6226921023483,822.8067469146864,548.8312686360952,819.3269129247745,544.4141155686015
2023-09-12,910.8245022000732,564.7054372920513,912.7546240525843,566.9870754225242,908.8943803475619,562.4237991615784
2023-09-13,830.2995021925592,525.816528634382,832.0589840789598,527.9410398611875,828.5400203061583,523.6920174075764
2023-09-14,709.2014664420266,542.5891378270636,710.7043303251415,544.7814171718193,707.6986025589115,540.3968584823076
2023-09-15,734.7892939926327,545.1744313742389,736.3463808627165,547.3771563494882,733.2322071225487,542.9717063989893
2023-09-18,863.3931181379596,582.2929525734934,865.2227284751876,584.64565137177,861.5635078007316,579.9402537752165
2023-09-19,771.8098223332448,568.9843143652644,773.445359146835,571.2832408879522,770.1742855196547,566.6853878425763
2023-09-20,724.9070652863464,560.7825426837882,726.4432107944759,563.0483307350356,723.3709197782171,558.5167546325405
2023-09-21,736.2119368836451,552.2039128048008,737.7720384663609,554.435039725224,734.6518353009293,549.9727858843772
2023-09-22,950.0081463146512,631.0026313092931,952.0213019542243,633.5521368903404,947.994990675078,628.4531257282453
2023-09-25,992.7902848791439,646.8961640535052,994.8940998502799,649.5098859284685,990.6864699080079,644.2824421785414
2023-09-26,1056.4946137264099,656.316462269012,1058.7334240966713,658.9682459549471,1054.2558033561486,653.6646785830765
2023-09-27,860.3876731675604,609.9705033538468,862.2109146873051,612.4350306401246,858.5644316478158,607.5059760675684
2023-09-28,774.6382117883952,622.6581552579586,776.2797422223609,625.1739457842531,772.9966813544298,620.1423647316636
2023-09-29,716.801651016202,557.5894137853003,718.3206203974612,559.8423003056447,715.282681634943,555.3365272649555
2023-10-02,751.9388996329316,504.4967718132008,753.532328112764,506.5351426084054,750.3454711530992,502.4584010179958
2023-10-03,759.2041121571307,500.10009703518745,760.8129362981715,502.12070348785466,757.59528801609,498.07949058251995
2023-10-04,723.1409536621761,428.04960233676434,724.673356615476,429.77909567953895,721.6085507088764,426.32010899398944
2023-10-05,828.8853540570262,446.99693297689674,830.6418392319723,448.8029811909446,827.1288688820803,445.19088476284855
2023-10-06,686.1711543688314,411.5120954385344,687.6252148781954,413.1747705716192,684.7170938594675,409.8494203054493
2023-10-09,618.862141443996,354.8724866826433,620.173567893337,356.3063149116639,617.5507149946551,353.4386584536224
2023-10-10,638.3064634308,398.94502183953085,639.659094207301,400.5569209176702,636.953832654299,397.3331227613912
2023-10-11,676.799826711318,416.11288785592615,678.2340285055781,417.79415204928324,675.365624917058,414.43162366256877
2023-10-12,590.5650916777414,343.2997326138627,591.8165540462046,344.6868022405853,589.3136293092783,341.91266298714
2023-10-13,570.9321716504978,337.9450434149667,572.1420300350084,339.3104779338149,569.7223132659874,336.5796088961183
2023-10-16,504.2183957795189,295.86144786411495,505.2868814666974,297.05684765346484,503.14991009234046,294.666048074765
2023-10-17,526.9600865201718,317.08277765200444,528.076763965648,318.36392018797204,525.8434090746957,315.8016351160367
2023-10-18,507.51525004011734,300.69577587882685,508.59072206817444,301.91070830662,506.43977801206034,299.4808434510336
2023-10-19,558.7370545072608,370.9580636061086,559.9210703040553,372.4568840651231,557.5530387104666,369.459243147094
2023-10-20,512.1566632389176,322.65763772918064,513.2419708533253,323.96130495232876,511.0713556245102,321.3539705060324
2023-10-23,499.488628026901,304.8593294199918,500.54709089621,306.09108428633516,498.4301651575921,303.6275745536484
