Date,LONN.SE_0,SIKA.SE_0,LONN.SE_1,SIKA.SE_1,LONN.SE_-1,SIKA.SE_-1
2023-08-23,465.93271622602316,215.86842544229015,466.9259643953389,216.74916157220565,464.93946805670737,214.98768931237464
2023-08-24,516.8668142177964,235.29342904632753,517.9686407243362,236.25341855692045,515.7649877112566,234.33343953573458
2023-08-25,458.238475701563,215.5642893505736,459.2153217380191,216.4437846151618,457.2616296651068,214.68479408598537
2023-08-28,536.1665611982277,227.78689549397424,537.3095297789102,228.71625859268485,535.0235926175449,226.8575323952636
2023-08-29,566.8563282357577,274.99137027992856,568.0647194705386,276.1133260950241,565.6479370009766,273.8694144648329
2023-08-30,632.5297073884901,306.1937478371988,633.8780972997852,307.4430083342906,631.1813174771951,304.944487340107
2023-08-31,778.1298476270416,306.7716610334688,779.7886194190413,308.02327939753843,776.4710758350419,305.5200426693991
2023-09-01,682.7433757478204,299.36331179621675,684.1988082264984,300.58470433720504,681.2879432691425,298.1419192552285
2023-09-04,726.7139521939149,298.0508359631379,728.2631185810262,299.26687364556614,725.1647858068036,296.8347982807098
2023-09-05,858.956826060943,329.47225208109535,860.7879000879327,330.816488115698,857.1257520339531,328.12801604649275
2023-09-06,840.4726495755264,304.61433826022034,842.2643201139521,305.85715481778965,838.6809790371005,303.3715217026511
2023-09-07,894.1918880509118,306.00430518971723,896.0980741264839,307.25279276699075,892.2857019753395,304.75581761244376
2023-09-08,856.2231565220683,307.63801600055683,858.0484030718915,308.89316906461465,854.3979099722451,306.382862936499
2023-09-11,972.5748255183883,319.7330196919262,974.6481037650699,321.03751997626705,970.5015472717066,318.4285194075853
2023-09-12,959.9464043371244,354.38804991505776,961.992762052616,355.83394159157785,957.9000466216328,352.9421582385376
2023-09-13,906.3689546171582,355.07245038245384,908.3010990524964,356.5211343905422,904.4368101818201,353.62376637436535
2023-09-14,963.0936973755348,367.9630380143896,965.1467643066273,369.46431519927086,961.0406304444423,366.46176082950825
2023-09-15,1119.5019291445485,379.0123300499334,1121.8884180150335,380.5586879856736,1117.1154402740635,377.465972114193
2023-09-18,1055.1403566944018,344.80313216337106,1057.389643321335,346.2099176883134,1052.8910700674687,343.3963466384286
2023-09-19,1092.776060341672,330.7816199759638,1095.1055765649542,332.13119818884,1090.4465441183902,329.43204176308745
2023-09-20,1104.2409618843772,335.1914214561054,1106.5949183155951,336.5589915150858,1101.8870054531594,333.8238513971248
2023-09-21,1110.2901912864922,348.41449600043893,1112.6570431118737,349.83601577196254,1107.9233394611108,346.9929762289152
2023-09-22,1067.827421211294,341.4825651445115,1070.1037533818574,342.87580286439936,1065.5510890407309,340.08932742462355
2023-09-25,957.9430990557568,362.2328318203802,959.9851862419766,363.71072995102236,955.9010118695371,360.75493368973804
2023-09-26,984.2559480101339,334.2723251170665,986.3541273919504,335.63614529298275,982.1577686283176,332.90850494115017
2023-09-27,1175.0882889997079,382.8651900328509,1177.5932736277184,384.4272675115651,1172.5833043716977,381.30311255413653
2023-09-28,1210.0715089271057,415.78660182793755,1212.6510687414889,417.4829975922295,1207.491949112723,414.09020606364555
2023-09-29,1203.79965172564,410.23536702643827,1206.3658415609111,411.90911393393094,1201.2334618903694,408.56162011894554
2023-10-02,1248.0878809472983,438.1767399669305,1250.7484818446494,439.9644867640213,1245.427280049948,436.3889931698397
2023-10-03,1424.6280818430082,424.9871486746143,1427.6650208364917,426.72108236973725,1421.5911428495256,423.25321497949136
2023-10-04,1545.8964357071402,443.14002842486866,1549.191887499311,444.94802527686744,1542.6009839149706,441.33203157287
2023-10-05,1621.7505699265173,452.6695298007235,1625.2077231346323,454.5164067072954,1618.2934167184037,450.8226528941518
2023-10-06,1747.1698373322643,460.0994602938068,1750.8943520142775,461.97665107427946,1743.4453226502521,458.2222695133343
2023-10-09,1819.636235019914,483.9807794427976,1823.5152293388655,485.9554052259181,1815.7572407009638,482.00615365967724
2023-10-10,1748.3729346563828,484.8811074747156,1752.1000140310505,486.85940656681987,1744.6458552817164,482.9028083826115
2023-10-11,1553.031164504239,455.44243375123534,1556.3418256948264,457.30062401541846,1549.7205033136531,453.58424348705245
2023-10-12,1718.1624556054926,471.1887218422902,1721.8251340442175,473.1111564479301,1714.4997771667695,469.26628723665056
2023-10-13,1863.6124422888263,473.9637377444508,1867.585182519671,475.8974943243957,1859.6397020579836,472.0299811645061
2023-10-16,1721.9405787740402,485.5828097698587,1725.611311195218,487.5639717844238,1718.2698463528645,483.60164775529387
2023-10-17,1387.4080196715859,477.9000314488534,1390.3656151089594,479.8498479786326,1384.4504242342139,475.95021491907437
2023-10-18,1375.9389550536514,508.2310294792512,1378.8721014084883,510.3045954909986,1373.005808698816,506.15746346750404
2023-10-19,1326.7943281211315,466.9172615374982,1329.6227108287023,468.8222687245138,1323.9659454135622,465.01225435048275
2023-10-20,1183.7684730197886,439.09653930229996,1186.291961557457,440.88803885065704,1181.244984482122,437.30503975394305
2023-10-23,964.3285064682921,400.97683810334337,966.3842056933371,402.6128105150258,962.2728072432484,399.3408656916611
2023-10-24,934.6092161524845,383.4866233346519,936.6015615290627,385.0512362409541,932.6168707759076,381.92201042834984
2023-10-25,1023.2594924896606,385.3674722910459,1025.4408173510762,386.93975899969973,1021.0781676282464,383.79518558239215
2023-10-26,1059.5932127176807,386.9898679881261,1061.8519916831851,388.5687740182695,1057.3344337521778,385.41096195798286
2023-10-27,975.7694923974783,352.6310089798581,977.8495808485503,354.069731986712,973.6894039464077,351.19228597300446
2023-10-30,828.4237211887347,335.5091001891418,830.189706524887,336.8779663669842,826.6577358525835,334.14023401129964
2023-10-31,843.1199368833524,346.46428107502834,844.9172507543472,347.8778440333109,841.3226230123587,345.050718116746
2023-11-01,729.9566882722849,368.1390854662991,731.5127673348995,369.64108091903813,728.4006092096711,366.63709001356034
2023-11-02,724.8178534052732,334.7170076411241,726.3629777996572,336.08264210722433,723.2727290108901,333.35137317502415
2023-11-03,730.6196160165634,342.71857184895174,732.1771082698502,344.11685243585094,729.0621237632776,341.3202912620528
2023-11-06,699.4244368810351,327.53506208909073,700.9154290722125,328.87139445175546,697.9334446898587,326.1987297264262
2023-11-07,733.1454403726323,320.91086566401896,734.7083170308564,322.22017152148146,731.5825637144092,319.6015598065567
2023-11-08,660.0658583458043,324.707407593113,661.4729482165058,326.032203217728,658.6587684751037,323.3826119684981
2023-11-09,646.1345615283954,322.56579022157854,647.5119534736706,323.88184811721953,644.7571695831209,321.2497323259377
2023-11-10,613.8038292916934,337.70082883940364,615.1123004690371,339.07863719860165,612.4953581143506,336.3230204802058
2023-11-13,540.6960771096044,315.76410988714883,541.8487014479327,317.0524171490304,539.5434527712769,314.4758026252674
2023-11-14,469.857239295028,280.2095932936755,470.85885353355974,281.3528392883458,468.85562505649705,279.06634729900526
2023-11-15,482.91712069638896,279.11124819284345,483.9465752278249,280.2500129753521,481.88766616495377,277.9724834103349
2023-11-16,499.9203897660857,300.02753299005866,500.9860908740931,301.25163553183785,498.854688658079,298.8034304482795
2023-11-17,527.4777167482245,291.9649947252113,528.6021629574516,293.156202374029,526.3532705389981,290.7737870763936
2023-11-20,491.02755775768594,280.6861680113545,492.07430164546656,281.83135841531765,489.98081386990606,279.54097760739137
2023-11-21,466.05529674272816,262.40748745180684,467.0488062220352,263.4781014356984,465.0617872634219,261.3368734679153
2023-11-22,404.7940919011619,239.07046023875134,405.6570083196256,240.04585991332812,403.93117548269885,238.09506056417462
2023-11-23,423.53474415504735,227.84835280257053,424.4376108021487,228.77796664509435,422.6318775079468,226.91873896004677
2023-11-24,434.36356783880865,224.33403103227076,435.2895187401922,225.2493065566783,433.43761693742596,223.41875550786327
2023-11-27,506.3496557243183,234.26914684837524,507.4290623662381,235.22495732103292,505.2702490823996,233.31333637571763
2023-11-28,472.264455882722,226.31773368113934,473.2712016850732,227.24110264760674,471.2577100803718,225.394364714672
2023-11-29,481.6651880491531,227.97060826227198,482.6919737836433,228.90072090308098,480.6384023146638,227.040495621463
2023-11-30,442.46436528789684,211.40644258640958,443.4075849964624,212.2689739719111,441.5211455793322,210.5439112009081
2023-12-01,512.1596798982251,226.42434443393321,513.2514720105646,227.34814836879224,511.0678877858866,225.50054049907422
2023-12-04,459.0616287452332,223.19655898244795,460.0402295313032,224.10719365801899,458.0830279591641,222.28592430687695
2023-12-05,494.44944545046565,231.17084053452567,495.5034839187042,232.11401001855072,493.3954069822281,230.22767105050067
2023-12-06,481.1260777025444,220.07025531454877,482.1517141930641,220.9681347731965,480.1004412120257,219.1723758559011
