Date,LONN.SW,SIKA.SW
2023-10-23,326.44742828458095,212.7653772798206
2023-10-24,336.12407634448914,214.7726578567099
2023-10-25,340.29412255748457,213.6554383064283
2023-10-26,338.23859250541045,210.33535191093694
2023-10-27,333.36679805438257,207.3589724311123
2023-10-30,331.60413417692973,209.8119289786726
2023-10-31,337.09684568920215,212.82419135631443
2023-11-01,348.9204593520167,216.63852787364038
2023-11-02,331.175306611783,220.75390906141573
2023-11-03,331.4011087761829,220.21352624582752
2023-11-06,321.89662464186006,218.7699334049362
2023-11-07,327.2228600856428,219.6531678659869
2023-11-08,341.5038437208469,222.00905036067965
2023-11-09,342.45770183998695,224.08045966477331
2023-11-10,340.8367519506102,224.27474215898962
2023-11-13,328.44203047206884,221.86970297385633
2023-11-14,329.73720522374947,227.04452228595156
2023-11-15,321.75901889540785,221.02927907999668
2023-11-16,314.6221554878428,226.41415290880144
2023-11-17,311.90832644037187,217.51684048560108
2023-11-20,310.96458999812864,214.23950536178685
2023-11-21,318.5731048581273,215.54654499612352
2023-11-22,320.50340032170527,220.58216475836107
2023-11-23,316.63239320403204,224.2677648302089
2023-11-24,303.75286924832915,219.91757427091858
2023-11-27,309.94204716052644,218.50654942048425
2023-11-28,320.3904760032355,227.1919818233256
2023-11-29,319.09726075977636,229.61171653209504
2023-11-30,329.9419819418677,227.7590632436631
2023-12-01,318.42548991300686,222.46143969106998
2023-12-04,314.0824943085651,213.59629798288924
2023-12-05,314.44626206430274,214.16445701637946
2023-12-06,318.16729743031664,215.29390004836586
2023-12-07,317.6123294733891,216.95361930668975
2023-12-08,298.0700996000711,212.60726911179069
2023-12-11,296.41352211912215,209.35523577454416
2023-12-12,298.62318716140857,210.0855305509908
2023-12-13,294.54817836714307,207.47964516609252
2023-12-14,286.33586237905035,204.37707666220945
2023-12-15,284.75441913051026,202.26369548542246
2023-12-18,303.10395519271697,208.19810071104362
2023-12-19,312.8611005722708,216.11441664967342
2023-12-20,302.5587731981944,216.083925726217
2023-12-21,306.1874882996719,219.42118428919864
2023-12-22,316.4449800599285,216.28702736093052
2023-12-27,318.01665975489556,221.40824670697918
2023-12-28,320.18857500732054,224.74729880770627
2024-01-03,319.3479215063212,227.27925557570128
2024-01-04,321.06759136470663,228.44415803037217
2024-01-05,325.4154461432744,226.90351245674108
2024-01-08,328.49466229758485,231.94921219286817
2024-01-09,326.1322331407277,235.98160917008536
2024-01-10,327.192459667231,235.19792818611907
2024-01-11,332.4513453456407,227.82459589968846
2024-01-12,325.9105768656096,223.64400430007868
2024-01-15,328.00546425704454,222.48293662231683
2024-01-16,315.82218415814265,223.519357583037
2024-01-17,313.3950185570983,226.64811584070424
2024-01-18,306.9062271318908,227.57363521195043
2024-01-19,307.7408834525602,226.79284961232563
2024-01-22,321.39444667300637,230.95521888602408
2024-01-23,317.05415613621267,231.91365659447936
2024-01-24,323.3330199867695,237.82961648125544
2024-01-25,325.24599329036283,240.75216211643163
2024-01-26,319.85644401688717,240.95785059400015
2024-01-29,323.9385507637689,245.11555255717235
2024-01-30,321.7332493705627,239.6785627761608
2024-01-31,335.09169533559435,245.90517205848474
2024-02-01,335.1621075309215,247.27146503777917
2024-02-02,333.46226578752544,252.168878486931
2024-02-05,329.7482607304499,252.37154800542694
2024-02-06,331.96588738927255,261.839033432314
2024-02-07,320.5250611553146,265.024097734304
2024-02-08,316.6611362666229,259.5218721268673
2024-02-09,309.20252096947286,254.96213692686385
2024-02-12,309.20891303493534,254.55734159374862
2024-02-13,321.89607085215283,256.26128618021943
2024-02-14,324.4494164652609,255.47185568520996
2024-02-15,311.79629667569196,248.32658902935037
2024-02-16,301.7188223908283,245.5899676420352
2024-02-19,308.6781831303431,253.94100916369268
2024-02-20,307.2243551968329,255.53455199024472
2024-02-21,307.7266323477783,259.0122403852549
2024-02-22,305.2825096951661,263.38363948668234
2024-02-23,302.96263360441793,266.05495651585153
2024-02-26,296.5886877879389,260.45515185593933
2024-02-27,288.20953978778806,260.7822605181237
2024-02-28,288.65126983352275,267.85858822981425
2024-02-29,290.13372777020965,268.25004336973893
2024-03-01,295.43793825192813,263.2367418302454
2024-03-04,302.0028562677764,268.3372787201038
2024-03-05,315.9356456787761,272.7038542191853
2024-03-06,304.9636435944889,268.7383433695102
2024-03-07,310.0224157496408,268.2226720108389
2024-03-08,311.5713346054136,269.2180038704454
2024-03-11,303.1008455137101,270.044985885685
2024-03-12,309.0165657822767,267.8405383432222
2024-03-13,298.86673197431526,270.53381149007055
2024-03-14,292.6908575249117,272.41367126961745
2024-03-15,283.307905397182,268.75869364501324
2024-03-18,282.44629868583894,270.22090601046904
2024-03-19,278.1838942195912,258.2675614524693
2024-03-20,279.82705124606406,258.44484780376297
2024-03-21,275.11131965753145,254.0147853834911
2024-03-22,279.66392045308515,253.94761255241613
