Date,LONN.SE,SIKA.SE
2023-11-10,329.3093753789407,221.32795237577008
2023-11-13,336.08363879534556,237.8567486404778
2023-11-14,321.2101013110423,213.9292805988673
2023-11-15,328.13099562403346,215.29186407172006
2023-11-16,317.13427534837973,210.38083287625193
2023-11-17,305.00996425244807,199.09143462516377
2023-11-20,293.6784193222096,182.0285228825709
2023-11-21,277.8719479443184,182.8102093867676
2023-11-22,274.08862307677214,190.2198885978563
2023-11-23,271.83691153382784,183.65367600375396
2023-11-24,274.35499916157295,191.90654908814676
2023-11-27,268.05177921629746,188.198687552906
2023-11-28,273.99624012881117,198.9178361577502
2023-11-29,272.274574061601,193.51570379999492
2023-11-30,267.17102483702814,189.55903857616877
2023-12-01,264.0838516064198,195.75644388953313
2023-12-04,258.50391426943355,190.76017465123547
2023-12-05,254.83371230965756,191.40697845163905
2023-12-06,265.7213051627952,190.040086466191
2023-12-07,260.03453229100353,195.5376896284871
2023-12-08,264.4247301633741,198.201884309335
2023-12-11,260.83516854417013,194.38445212287917
2023-12-12,252.52812074384886,189.9859610187941
2023-12-13,249.83072740419718,189.8862354207841
2023-12-14,257.5846099418972,185.7305811238031
2023-12-15,262.1590721345122,186.15016695334987
2023-12-18,260.5937556933868,180.9718964489156
2023-12-19,267.46307667597296,180.50940136893868
2023-12-20,266.2481022080855,180.14644266049157
2023-12-21,269.3319697123087,182.54115078587705
2023-12-22,262.71570795368086,182.40575223930423
2023-12-27,275.48654130288674,185.80183021934323
2023-12-28,273.30641905824774,186.53839340660295
2024-01-03,269.20342191373777,187.89925939282182
2024-01-04,269.9753771393657,186.6174680022104
2024-01-05,274.3541145094508,189.75514185018883
2024-01-08,273.2969254875179,190.14330656283943
2024-01-09,276.16035895617625,195.14832095851582
2024-01-10,278.69291552736814,191.3953349440238
2024-01-11,281.75315526287164,195.24402004264604
2024-01-12,281.1828819612145,195.3598187638382
2024-01-15,276.79875789288934,196.80023398387272
2024-01-16,274.9573596085569,195.2591006612452
2024-01-17,269.83411270187855,191.50024694723982
2024-01-18,276.9873997718441,190.58292433509845
2024-01-19,276.9531773614955,188.7741152763094
2024-01-22,273.3787215901167,185.55141755026355
2024-01-23,275.62330620816124,187.9473992374361
2024-01-24,270.24758384983795,184.51292826525088
2024-01-25,268.2630166268039,180.98836029400908
2024-01-26,265.08195981424933,179.37340903667305
2024-01-29,270.267106179841,185.4563139415817
2024-01-30,269.6608308737571,185.90644792940572
2024-01-31,272.3700770404773,185.65069929162976
2024-02-01,272.7833093791116,186.85116318533852
2024-02-02,273.27468267737754,188.90061099798515
2024-02-05,269.15955715553747,191.8294355027458
2024-02-06,269.64726395662535,190.96319293305555
2024-02-07,270.92090304839036,190.8268752133582
2024-02-08,274.5129769721042,192.60420250174639
2024-02-09,274.41128855685287,188.9439196731244
2024-02-12,276.43023313941774,190.87200474531977
2024-02-13,276.84345756667,190.95051465504088
2024-02-14,278.3249491622061,187.4948949097048
2024-02-15,279.83122757563643,183.81070024421388
2024-02-16,283.1503300148583,182.80772237898822
2024-02-19,286.8821468068839,186.62763056258834
2024-02-20,284.4292331066469,186.64106700858994
2024-02-21,281.65391486752344,185.11721449299534
