Date,LONN.SE_0,SIKA.SE_0,LONN.SE_1,SIKA.SE_1,LONN.SE_-1,SIKA.SE_-1
2023-10-10,398.6034225297023,180.4343085772782,399.53256803676453,181.223955441949,397.67427702264,179.6446617126074
2023-10-11,359.6447776154122,169.37512160438953,360.4831104303665,170.11636940134528,358.80644480045777,168.6338738074338
2023-10-12,302.56476944128576,162.76384106672785,303.2700486241325,163.47615546964568,301.8594902584389,162.05152666381
2023-10-13,306.152613741574,138.90457288432316,306.866256197848,139.5124703586528,305.43897128529983,138.29667540999353
2023-10-16,307.45382516438264,143.93103184117902,308.1705007475163,144.56092694770496,306.7371495812488,143.30113673465308
2023-10-17,285.29249127844116,138.04005996234736,285.9575087406286,138.6441740103226,284.6274738162536,137.4359459143721
2023-10-18,306.0395817177069,166.94913914520538,306.75296069606975,167.67976995109245,305.32620273934384,166.21850833931828
2023-10-19,314.9390314470228,166.28134936407602,315.6731550634493,167.0090576763914,314.2049078305961,165.5536410517606
2023-10-20,301.89029209434193,209.2499939945509,302.5939990689207,210.16574889168234,301.186585119763,208.33423909741938
2023-10-23,328.6674147537673,227.97486951668674,329.4335392636827,228.9725713526459,327.90129024385163,226.9771676807275
2023-10-24,323.83000220341586,253.36538296506822,324.58485069340037,254.47420302180805,323.0751537134311,252.25656290832833
2023-10-25,307.8486603839746,292.5179184671579,308.5662563289255,293.7980844123095,307.1310644390236,291.23775252200625
2023-10-26,321.3504025203627,327.289166663561,322.09947105770607,328.72150437324825,320.6013339830192,325.8568289538736
2023-10-27,318.25237149269947,283.35176216766956,318.9942185124958,284.59181364323916,317.5105244729029,282.1117106920999
2023-10-30,329.41788605132166,262.53796036258075,330.18575991158104,263.68692298998803,328.6500121910621,261.3889977351734
2023-10-31,324.01448123645736,287.1274386657804,324.7697597474979,288.38401388970055,323.25920272541657,285.87086344186014
2023-11-01,361.63563594814303,231.3611868475269,362.47860945851147,232.37370845298645,360.79266243777425,230.34866524206728
2023-11-02,366.55519184295815,320.08637329327627,367.40963284958485,321.4871889313211,365.70075083633105,318.6855576552313
2023-11-03,354.0050698576867,291.9541598547531,354.83025650071136,293.23185858497067,353.17988321466163,290.67646112453536
2023-11-06,341.0702546889098,334.6980215467379,341.86529024762496,336.1627831289992,340.2752191301943,333.2332599644765
2023-11-07,297.7936121937103,244.1345093912777,298.48776979789125,245.2029317518521,297.09945458952905,243.0660870307032
2023-11-08,308.2960122761583,188.44134744236538,309.01465099941254,189.26603605261636,307.57737355290374,187.61665883211435
2023-11-09,305.4674044186066,257.9212109862958,306.17944965035133,259.0499690212467,304.7553591868614,256.7924529513449
