Date,LONN.SE_0,SIKA.SE_0,LONN.SE_1,SIKA.SE_1,LONN.SE_-1,SIKA.SE_-1
2023-08-24,482.29288308693634,224.9536473750084,483.2976599267008,225.86735024818066,481.2881062471719,224.03994450183615
2023-08-25,500.6509169074808,237.82888522595877,501.6939396510381,238.79488394742896,499.60789416392356,236.86288650448859
2023-08-28,451.87353493567275,196.95238829981625,452.8149381334555,197.75235738308115,450.93213173789013,196.15241921655135
2023-08-29,501.09591515440667,197.3381308869741,502.13986497764506,198.13966675572706,500.05196533116833,196.53659501822116
2023-08-30,479.0006894140216,195.52904700560177,479.9986075169675,196.32323484884142,478.0027713110757,194.7348591623621
2023-08-31,456.08213792089833,180.60866011473072,457.0323090415669,181.3422452492341,455.1319668002298,179.87507498022737
2023-09-01,420.9190471957148,190.0373220455816,421.7959618773726,190.80920393853683,420.0421325140571,189.26544015262635
2023-09-04,440.03816280121475,188.34180608970124,440.9549089737173,189.1068012403499,439.1214166287122,187.5768109390526
2023-09-05,436.3082341927993,167.05937241852806,437.217209680701,167.73792389057735,435.39925870489765,166.38082094647882
2023-09-06,431.34462889753536,171.12512503998528,432.2432635410719,171.8201905356798,430.44599425399883,170.4300595442908
2023-09-07,443.73486007942813,161.16573550695824,444.65930770459363,161.82034856750644,442.8104124542627,160.5111224464101
2023-09-08,478.6484572270075,171.6315774008999,479.6456415128971,172.32869997360874,477.6512729411179,170.93445482819118
2023-09-11,486.07847085023315,170.49203811119418,487.09113433117113,171.18453217338427,485.06580736929516,169.79954404900414
2023-09-12,426.4441679372658,166.02755295302887,427.33259328713507,166.70191344430847,425.5557425873965,165.35319246174933
2023-09-13,403.54958961171803,160.3488292039521,404.3903179234091,161.00012420478055,402.70886130002697,159.69753420312372
2023-09-14,416.13810590488276,160.11156191260912,417.00506029218457,160.76189319576355,415.2711515175809,159.46123062945475
2023-09-15,416.79094863189596,172.64108419850263,417.6592631082124,173.3423071237606,415.9226341555795,171.9398612732447
2023-09-18,392.6346699847965,165.2898778164143,393.4526588805981,165.96124206424705,391.8166810889948,164.6185135685816
2023-09-19,398.0777543107719,174.14409816230093,398.90708296558597,174.85142593712752,397.24842565595776,173.43677038747435
2023-09-20,393.19170892725737,168.77461836655692,394.0108583208558,169.46013671897998,392.3725595336589,168.08910001413383
2023-09-21,419.87518777002873,169.87386089343576,420.7499277445496,170.5638440814676,419.00044779550785,169.18387770540392
2023-09-22,452.6433309080751,172.15437349850862,453.5863378474669,172.85361953221502,451.7003239686833,171.45512746480222
2023-09-25,453.05681252730125,157.47112249437782,454.0006808867331,158.11072900329083,452.1129441678694,156.8315159854648
2023-09-26,472.34299676314964,164.55736513318135,473.32704467307286,165.2257541061025,471.3589488532265,163.88897616026017
2023-09-27,478.0621130934937,154.462068385392,479.0580758291051,155.08945290361052,477.0661503578823,153.83468386717345
2023-09-28,507.6734486925472,157.14011277608887,508.7311017106567,157.7783748101104,506.6157956744378,156.50185074206735
2023-09-29,459.22426461066016,143.00258841326732,460.180981828599,143.58342752136346,458.2675473927213,142.42174930517115
2023-10-02,462.7669077122266,139.49388684999204,463.731005436627,140.0604745301301,461.80280998782615,138.9272991698539
2023-10-03,461.34019891882576,146.38476521546087,462.3013243332399,146.97934184103138,460.37907350441156,145.79018858989028
2023-10-04,443.3913775497664,139.27650209993945,444.3151095863283,139.8422068200854,442.4676455132044,138.71079737979338
2023-10-05,425.7533695157359,134.3254604453432,426.64035570222694,134.87105532936164,424.8663833292448,133.77986556132464
2023-10-06,424.9708748336254,134.58084492531293,425.85623082286196,135.12747711428656,424.0855188443886,134.03421273633916
2023-10-09,475.89594712618333,152.70610300038828,476.8873970160294,153.3263552465312,474.9044972363371,152.08585075424523
2023-10-10,454.592875570515,153.15122354804336,455.5399440612868,153.77328375741803,453.64580707974307,152.52916333866858
2023-10-11,431.95829439405816,155.09908550548974,432.85820750737906,155.7290574206217,431.0583812807372,154.46911359035767
2023-10-12,430.51357501191933,172.89567256164875,431.4104782931941,173.59792955824358,429.6166717306445,172.1934155650538
2023-10-13,461.552355537135,183.30604838290134,462.513922944504,184.0505896029781,460.59078812976594,182.56150716282446
2023-10-16,482.2410046117706,185.45405848798427,483.2456733713784,186.20732436324008,481.23633585216277,184.70079261272832
2023-10-17,490.8418745665886,193.53493513599113,491.86446180526895,194.32102341842813,489.8192873279082,192.748846853554
2023-10-18,503.5069486550136,196.53338345645983,504.5559214647115,197.33165065165258,502.4579758453157,195.7351162612669
2023-10-19,462.30113587137106,194.02416198229474,463.2642632377697,194.81223737621144,461.3380085049724,193.2360865883779
2023-10-20,408.0070666142699,192.19695604431152,408.8570813363829,192.97760980566127,407.15705189215686,191.41630228296165
2023-10-23,366.3916417487192,167.5157753299396,367.15495766902905,168.19618059123098,365.6283258284094,166.83537006864813
2023-10-24,372.3571352998485,170.18953554550197,373.1328793317232,170.8808009213976,371.5813912679738,169.4982701696063
