Date,LONN.SE_0,SIKA.SE_0,LONN.SE_1,SIKA.SE_1,LONN.SE_-1,SIKA.SE_-1
2023-10-11,473.2817748282438,282.72668267723947,474.372034618219,283.9292632075552,472.19151503826856,281.52410214692367
2023-10-12,540.0603155573183,256.6108072747417,541.3044075074619,257.7023036902021,538.8162236071747,255.51931085928126
2023-10-13,478.2961730131691,218.77757160541546,479.3979840544342,219.70814400696975,477.194361971904,217.84699920386112
2023-10-16,391.92820970121176,157.0183804503948,392.83106206173056,157.68625956758063,391.02535734069295,156.3505013332089
2023-10-17,335.27012656675305,124.28126355157261,336.0424604220093,124.8098950426469,334.49779271149674,123.75263206049826
2023-10-18,333.94104284673955,103.24696739559462,334.7103150025717,103.68612931560989,333.1717706909074,102.8078054755793
2023-10-19,313.5763044123022,66.55670443391583,314.29866401702986,66.8398039848895,312.85394480757446,66.27360488294211
2023-10-20,257.7788018611374,48.22782605797174,258.3726254083872,48.432963557154935,257.18497831388765,48.02268855878852
2023-10-23,301.393581898559,58.23861835780645,302.0878771805183,58.48633685358613,300.69928661659964,57.990899862026744
2023-10-24,306.1867349365008,56.56571375391918,306.8920718057394,56.80631653466743,305.48139806726215,56.32511097317089
2023-10-25,255.6647075256465,50.075924356467496,256.2536610099258,50.28892275866428,255.07575404136722,49.86292595427068
2023-10-26,226.98304988447956,38.62896534852627,227.50593182385867,38.793274005899825,226.46016794510047,38.46465669115269
2023-10-27,206.2865651578961,31.80991443905109,206.76177032987925,31.94521820102067,205.81135998591296,31.67461067708149
2023-10-30,206.3032093295276,30.749902114577836,206.77845284330212,30.88069710443141,205.8279658157531,30.61910712472424
2023-10-31,244.39580894031667,36.50542863420313,244.95880320187,36.66070480874247,243.83281467876336,36.35015245966376
2023-11-01,226.22823016403237,38.15161231979746,226.74937328811444,38.3138905516979,225.70708703995032,37.98933408789699
2023-11-02,255.50921723135426,49.37623573026771,256.09781252559833,49.58625800049427,254.9206219371102,49.16621346004113
2023-11-03,239.8887380909456,49.610352642045584,240.4413497889206,49.8213707306974,239.33612639297064,49.39933455339375
2023-11-06,253.36252069529337,57.20681313348191,253.94617082359397,57.450142836304025,252.7788705669928,56.963483430659785
2023-11-07,286.61423074214866,46.63150262084055,287.27448006429137,46.82985014368546,285.953981420006,46.43315509799564
2023-11-08,247.06739545494392,37.8621367650588,247.63654402774958,38.02318371003991,246.4982468821383,37.7010898200777
2023-11-09,300.51690404235865,59.78700236016995,301.2091797945871,60.04130692146374,299.8246282901303,59.53269779887618
2023-11-10,283.0012944954178,70.38850327972831,283.6532209973654,70.68790142213466,282.3493679934704,70.08910513732201
2023-11-13,263.6639295098865,56.600645676020626,264.27131013534125,56.841397040019025,263.0565488844319,56.35989431202226
2023-11-14,272.1823180927513,41.80701898233732,272.80932182021684,41.98484551990576,271.555314365286,41.62919244476891
2023-11-15,273.71564883112313,43.29437978453505,274.34618476485076,43.478532824877625,273.08511289739573,43.110226744192516
2023-11-16,242.518071696939,50.08530162747778,243.07674037166134,50.298339915982595,241.95940302221683,49.872263338973006
2023-11-17,252.12875089044786,59.359579265278626,252.70955888604908,59.612065778529505,251.54794289484687,59.10709275202778
2023-11-20,224.6573316128614,45.454404036966935,225.17485598884136,45.64774476022073,224.13980723688167,45.26106331371315
2023-11-21,231.67668975145168,55.41304516078677,232.21038403790982,55.64874505513296,231.14299546499373,55.17734526644061
2023-11-22,227.29917143169928,52.38410032413639,227.82278159394698,52.606916573920046,226.77556126945177,52.16128407435275
2023-11-23,222.29232029541063,57.91173941564982,222.8043965918756,58.15806752885973,221.78024399894585,57.66541130243992
2023-11-24,220.41025372175784,65.4375896729052,220.91799445827428,65.71592905900859,219.90251298524157,65.15925028680184
2023-11-27,227.79763687587234,73.89943408478757,228.32239531143074,74.21376600348084,227.27287844031412,73.58510216609432
2023-11-28,220.8054650426309,68.53937189143673,221.31411619453752,68.83090473657258,220.29681389072448,68.2478390463009
2023-11-29,202.94934532854558,91.8052361128918,203.41686282527115,92.19573052426098,202.48182783182017,91.41474170152264
2023-11-30,227.63313132534,103.73505024238294,228.15751080316852,104.17628822725058,227.10875184751163,103.2938122575153
2023-12-01,208.46756290292515,91.09405663879168,208.94779225768892,91.481526041764,207.98733354816153,90.70658723581937
2023-12-04,219.55861602342804,92.1159176479488,220.06439491313884,92.50773354606854,219.0528371337174,91.72410174982907
2023-12-05,231.23100950856139,97.90512845810011,231.76367711857887,98.3215688173434,230.69834189854404,97.4886880988568
2023-12-06,214.9913419898652,65.7569268869089,215.48659963093843,66.03662457677241,214.4960843487921,65.4772291970454
2023-12-07,210.6699466961993,63.67515691616022,211.15524949900103,63.94599977841527,210.18464389339772,63.404314053905175
2023-12-08,218.68593549219895,81.36301655757414,219.1897040604833,81.7090948925702,218.18216692391476,81.01693822257808
2023-12-11,217.08359347412474,104.93762324772962,217.5836708606121,105.38397638787309,216.58351608763755,104.49127010758615
2023-12-12,211.9171665233286,115.72157750583793,212.4053424425255,116.21380029403801,211.42899060413188,115.22935471763785
2023-12-13,212.01054001486003,111.96671513512344,212.49893103078932,112.44296658189131,211.52214899893093,111.49046368835558
2023-12-14,184.51010057123187,102.29691763323035,184.9351411162014,102.7320385078932,184.0850600262625,101.86179675856752
2023-12-15,190.18021313791877,91.5421117775362,190.61831544876412,91.93148698713867,189.7421108270736,91.15273656793376
2023-12-18,177.05327018265498,79.75997483452669,177.46113304877503,80.09923461689388,176.64540731653514,79.4207150521595
2023-12-19,174.68376255247676,60.86632116000805,175.08616698130083,61.12521661368737,174.2813581236529,60.607425706328726
2023-12-20,175.94904777034674,58.87587485473879,176.35436693130137,59.12630392685593,175.54372860939233,58.625445782621654
2023-12-21,183.02086864810408,61.90446859970677,183.44247857357786,62.16777982301476,182.59925872263057,61.64115737639879
2023-12-22,188.68043197957834,45.60378645070514,189.11507936953373,45.79776257342188,188.24578458962318,45.409810327988396
2023-12-27,186.72755000740838,45.63966588120221,187.15769870588215,45.83379461740469,186.29740130893484,45.44553714499973
2023-12-28,181.7896118691931,51.07501378925785,182.20838545101583,51.292261827493746,181.3708382873706,50.85776575102196
2024-01-03,185.55917843649885,39.05532998387905,185.98663565473558,39.221452187128214,185.13172121826238,38.889207780629874
2024-01-04,190.99641510473054,49.59327316383733,191.43639763203944,49.80421860477241,190.5564325774219,49.38232772290224
2024-01-05,175.97867665035363,51.050434136228176,176.3840640648904,51.26757762468512,175.5732892358171,50.833290647771214
2024-01-08,186.55696055189765,48.579166879975766,186.9867162776566,48.78579881055839,186.12720482613895,48.37253494939313
2024-01-09,189.97605156784365,49.03245214142635,190.41368356869117,49.24101212501387,189.5384195669964,48.82389215783881
2024-01-10,202.1735442700943,72.31374929890934,202.63927461856278,72.62133649286473,201.7078139216261,72.00616210495396
2024-01-11,212.18756328876376,88.00868853643492,212.6763620984593,88.38303429796804,211.69876447906847,87.6343427749018
2024-01-12,233.39670476006467,114.07884337193617,233.9343613017835,114.56407877547484,232.85904821834612,113.59360796839752
2024-01-15,247.20840326819217,121.64531110147233,247.77787666894838,122.16273054469427,246.63892986743625,121.1278916582504
2024-01-16,259.7649419901016,167.82876192733332,260.3633408428779,168.54262310099278,259.1665431373256,167.11490075367388
2024-01-17,263.56941323936485,129.78548364880675,264.17657613556264,130.33752739040102,262.9622503431674,129.2334399072125
2024-01-18,255.3131574823796,138.59372904934423,255.90130113011622,139.1832387433015,254.72501383464328,138.00421935538702
2024-01-19,241.33421551569268,126.78177736308115,241.89015703957145,127.32104481252007,240.7782739918142,126.24250991364228
2024-01-22,256.4524611065062,155.67538215469395,257.0432292730729,156.33754881634732,255.86169293993981,155.01321549304066
2024-01-23,260.08208908976786,157.7019051767965,260.6812185278924,158.372691672657,259.4829596516436,157.03111868093603
2024-01-24,259.3509963966504,160.33925400239227,259.94844167745373,161.02125848560112,258.7535511158473,159.65724951918347
2024-01-25,266.053624115823,150.36751799029815,266.66650968162793,151.0071076031876,265.4407385500184,149.72792837740877
2024-01-26,265.63472791287575,144.84391049073537,266.2466485024011,145.4600053886118,265.0228073233507,144.22781559285903
2024-01-29,279.1682167862883,184.29822240877687,279.81131334649655,185.08213658320813,278.5251202260805,183.5143082343457
