"Date","Price","Open","High","Low","Change %"
"10/29/2023","1.740","1.620","1.740","1.600","13.73%"
"10/28/2023","1.530","1.410","1.530","1.410","0.00%"
"10/27/2023","1.530","1.410","1.740","1.410","0.00%"
"10/26/2023","1.530","1.420","1.710","1.420","0.00%"
"10/25/2023","1.530","1.470","1.700","1.470","0.00%"
"10/24/2023","1.530","1.450","1.760","1.450","0.00%"
"10/23/2023","1.530","1.460","1.770","1.460","0.00%"
"10/22/2023","1.530","1.600","1.640","1.430","-4.38%"
"10/21/2023","1.600","1.640","1.660","1.430","0.00%"
"10/20/2023","1.600","1.430","1.690","1.430","0.00%"
"10/19/2023","1.600","1.330","1.650","1.330","-0.62%"
"10/18/2023","1.610","1.600","1.650","1.390","0.62%"
"10/17/2023","1.600","1.390","1.650","0.970","0.00%"
"10/16/2023","1.600","1.380","1.660","1.380","0.00%"
"10/15/2023","1.600","1.620","1.650","1.430","4.58%"
"10/14/2023","1.530","1.430","1.530","1.430","-4.38%"
"10/13/2023","1.600","1.430","1.720","1.430","0.00%"
"10/12/2023","1.600","1.410","1.710","1.410","0.00%"
"10/11/2023","1.600","1.410","1.660","1.410","0.00%"
"10/10/2023","1.600","1.380","1.710","1.380","0.00%"
"10/09/2023","1.600","1.400","1.970","1.400","0.63%"
"10/08/2023","1.590","1.610","1.650","1.450","3.92%"
"10/07/2023","1.530","1.590","1.590","1.450","-3.77%"
"10/06/2023","1.590","1.450","1.690","1.450","0.00%"
"10/05/2023","1.590","1.410","1.690","1.410","0.00%"
"10/04/2023","1.590","1.430","1.690","1.430","-0.62%"
"10/03/2023","1.600","1.420","1.700","1.420","0.63%"
"10/02/2023","1.590","1.530","2.010","1.430","0.00%"
"10/01/2023","1.590","1.610","1.670","1.380","3.92%"
"09/30/2023","1.530","1.380","1.530","1.380","-3.77%"
"09/29/2023","1.590","1.380","1.670","1.380","3.92%"
"09/28/2023","1.530","1.410","2.000","1.410","0.00%"
"09/27/2023","1.530","1.200","1.660","1.200","-5.56%"
"09/26/2023","1.620","1.100","1.660","1.100","0.00%"
"09/25/2023","1.620","1.090","1.660","1.090","0.00%"
"09/24/2023","1.620","1.090","1.620","1.090","0.62%"
"09/23/2023","1.610","1.620","1.620","1.090","-0.62%"
"09/22/2023","1.620","1.090","1.660","1.090","0.00%"
"09/21/2023","1.620","1.220","1.660","1.220","0.62%"
"09/20/2023","1.610","1.480","1.800","1.430","-3.59%"
"09/19/2023","1.670","1.460","1.770","1.430","-4.02%"
"09/18/2023","1.740","1.500","1.740","1.430","8.75%"
"09/17/2023","1.600","1.440","1.700","1.430","0.00%"
"09/16/2023","1.600","1.580","1.600","1.430","11.89%"
"09/15/2023","1.430","1.440","1.770","1.430","-13.86%"
"09/14/2023","1.660","1.430","1.660","1.090","16.08%"
"09/13/2023","1.430","1.440","1.650","1.430","-13.33%"
"09/12/2023","1.650","1.420","1.650","1.420","15.38%"
"09/11/2023","1.430","1.420","1.680","1.420","-10.63%"
"09/10/2023","1.600","1.420","1.670","1.420","2.56%"
"09/09/2023","1.560","1.600","1.600","1.420","-2.50%"
"09/08/2023","1.600","1.420","1.680","1.420","0.00%"
"09/07/2023","1.600","1.410","1.680","1.410","0.00%"
"09/06/2023","1.600","1.460","1.680","1.430","-2.44%"
"09/05/2023","1.640","1.430","1.650","1.430","2.50%"
"09/04/2023","1.600","1.440","1.650","1.430","0.00%"
"09/03/2023","1.600","1.580","1.630","1.400","11.89%"
"09/02/2023","1.430","1.400","1.430","1.400","0.00%"
"09/01/2023","1.430","1.400","1.650","1.400","0.00%"
"08/31/2023","1.430","1.370","1.670","1.370","0.00%"
"08/30/2023","1.430","1.380","1.660","1.380","-10.63%"
"08/29/2023","1.600","1.360","1.670","1.360","0.00%"
"08/28/2023","1.600","1.370","1.660","1.370","0.00%"
"08/27/2023","1.600","1.370","1.650","1.370","0.00%"
"08/26/2023","1.600","1.650","1.650","1.370","0.00%"
"08/25/2023","1.600","1.370","1.650","1.370","0.00%"
"08/24/2023","1.600","1.500","1.670","1.430","0.00%"
"08/23/2023","1.600","1.440","1.670","1.430","11.89%"
"08/22/2023","1.430","1.360","1.660","1.360","-11.73%"
"08/21/2023","1.620","1.390","1.660","1.390","1.25%"
"08/20/2023","1.600","1.580","1.640","1.430","11.89%"
"08/19/2023","1.430","1.640","1.640","1.430","-2.72%"
"08/18/2023","1.470","1.430","1.640","1.430","-3.29%"
"08/17/2023","1.520","1.310","1.640","1.310","-5.00%"
"08/16/2023","1.600","1.360","1.640","1.360","0.00%"
"08/15/2023","1.600","1.340","1.670","1.340","0.00%"
"08/14/2023","1.600","1.320","1.640","1.320","0.63%"
"08/13/2023","1.590","1.600","1.610","1.390","0.00%"
"08/12/2023","1.590","1.600","1.600","1.470","-0.62%"
"08/11/2023","1.600","1.390","1.650","1.390","0.00%"
"08/10/2023","1.600","1.380","1.650","1.380","3.23%"
"08/09/2023","1.550","1.330","1.650","1.330","0.00%"
"08/08/2023","1.550","1.380","1.680","1.380","-3.73%"
"08/07/2023","1.610","1.350","1.650","1.350","0.00%"
"08/06/2023","1.610","1.600","1.650","1.510","8.78%"
"08/05/2023","1.480","1.460","1.480","1.460","-8.07%"
"08/04/2023","1.610","1.600","1.650","1.460","0.62%"
"08/03/2023","1.600","1.350","1.650","1.350","0.00%"
"08/02/2023","1.600","1.350","1.650","1.350","0.00%"
"08/01/2023","1.600","1.340","1.650","1.340","0.00%"
"07/31/2023","1.600","1.340","1.650","1.340","0.63%"
"07/30/2023","1.590","1.600","1.600","1.380","7.43%"
"07/29/2023","1.480","1.380","1.480","1.380","0.00%"
"07/28/2023","1.480","1.380","1.640","1.380","-4.52%"
"07/27/2023","1.550","1.390","1.640","1.390","-1.27%"
"07/26/2023","1.570","1.380","1.650","1.380","-0.63%"
"07/25/2023","1.580","1.430","1.650","1.430","0.64%"
"07/24/2023","1.570","1.500","1.650","1.430","-1.87%"
"07/23/2023","1.600","1.560","1.600","1.410","11.89%"
"07/22/2023","1.430","1.560","1.560","1.410","-13.33%"
"07/21/2023","1.650","1.410","1.650","1.410","5.77%"
"07/20/2023","1.560","1.380","1.650","1.380","-1.27%"
