"Date","Price","Open","High","Low","Change %"
"10/27/2023","1.054","1.052","1.079","1.046","-5.13%"
"10/26/2023","1.111","1.166","1.166","1.111","-2.46%"
"10/25/2023","1.139","1.127","1.147","1.099","0.00%"
"10/24/2023","1.139","1.166","1.166","1.096","1.06%"
"10/23/2023","1.127","1.186","1.190","1.127","-1.40%"
"10/20/2023","1.143","1.214","1.214","1.080","-3.95%"
"10/19/2023","1.190","1.230","1.230","1.190","-0.67%"
"10/18/2023","1.198","1.218","1.218","1.159","0.59%"
"10/17/2023","1.191","1.191","1.194","1.159","2.41%"
"10/16/2023","1.163","1.194","1.202","1.163","-1.02%"
"10/13/2023","1.175","1.210","1.218","1.160","-1.67%"
"10/12/2023","1.195","1.160","1.199","1.144","3.73%"
"10/11/2023","1.152","1.187","1.187","1.094","0.00%"
"10/10/2023","1.152","1.145","1.183","1.098","0.96%"
"10/09/2023","1.141","1.187","1.195","1.133","-3.88%"
"10/06/2023","1.187","1.207","1.230","1.187","-1.98%"
"10/05/2023","1.211","1.184","1.214","1.184","0.67%"
"10/04/2023","1.203","1.226","1.226","1.164","1.26%"
"10/03/2023","1.188","1.168","1.188","1.115","-0.25%"
"10/02/2023","1.191","1.195","1.195","1.161","-4.64%"
"09/29/2023","1.249","1.168","1.249","1.122","5.85%"
"09/28/2023","1.180","1.149","1.192","1.138","1.64%"
"09/27/2023","1.161","1.131","1.161","1.112","2.02%"
"09/26/2023","1.138","1.150","1.161","1.058","0.00%"
"09/25/2023","1.138","1.188","1.192","1.119","-3.31%"
"09/22/2023","1.177","1.154","1.177","1.139","-5.76%"
"09/21/2023","1.249","1.249","1.249","1.139","0.89%"
"09/20/2023","1.238","1.249","1.249","1.234","-0.88%"
"09/19/2023","1.249","1.234","1.249","1.234","1.54%"
"09/18/2023","1.230","1.230","1.234","1.211","0.24%"
"09/15/2023","1.227","1.192","1.227","1.181","2.94%"
"09/14/2023","1.192","1.174","1.211","1.170","0.93%"
"09/13/2023","1.181","1.227","1.249","1.170","-1.25%"
"09/12/2023","1.196","1.223","1.227","1.151","7.07%"
"09/11/2023","1.117","1.117","1.117","1.110","0.27%"
"09/08/2023","1.114","1.114","1.118","1.103","-0.36%"
"09/07/2023","1.118","1.118","1.118","1.080","0.27%"
"09/06/2023","1.115","1.096","1.118","1.066","4.21%"
"09/05/2023","1.070","1.066","1.070","1.051","-0.65%"
"09/04/2023","1.077","1.074","1.085","1.063","-3.75%"
"09/01/2023","1.119","1.085","1.119","1.033","4.58%"
"08/31/2023","1.070","1.111","1.111","1.033","-1.11%"
"08/30/2023","1.082","1.089","1.101","1.078","-0.37%"
"08/29/2023","1.086","1.060","1.086","1.060","-2.95%"
"08/28/2023","1.119","1.119","1.119","1.082","0.00%"
"08/25/2023","1.119","1.108","1.119","1.056","3.32%"
"08/24/2023","1.083","1.049","1.086","1.035","2.46%"
"08/23/2023","1.057","1.120","1.120","1.054","-4.69%"
"08/22/2023","1.109","1.120","1.120","1.105","-0.98%"
"08/21/2023","1.120","1.117","1.120","1.080","0.63%"
"08/18/2023","1.113","1.139","1.139","1.076","-1.68%"
"08/17/2023","1.132","1.139","1.139","1.102","-9.44%"
"08/16/2023","1.250","1.117","1.250","1.059","11.51%"
"08/15/2023","1.121","1.103","1.139","1.099","2.37%"
"08/14/2023","1.095","1.103","1.103","1.074","-0.73%"
"08/11/2023","1.103","1.103","1.103","1.070","3.08%"
"08/10/2023","1.070","1.038","1.103","1.030","0.28%"
"08/09/2023","1.067","1.053","1.067","0.995","1.04%"
"08/08/2023","1.056","1.031","1.056","1.009","-2.76%"
"08/07/2023","1.086","1.089","1.111","1.060","0.37%"
"08/04/2023","1.082","1.111","1.122","1.061","1.69%"
"08/03/2023","1.064","1.072","1.075","1.057","-0.75%"
"08/02/2023","1.072","1.133","1.133","1.054","-3.94%"
"07/31/2023","1.116","1.076","1.145","1.076","3.72%"
"07/28/2023","1.076","1.170","1.170","1.076","-5.70%"
"07/27/2023","1.141","1.166","1.166","1.105","-2.23%"
"07/26/2023","1.167","1.116","1.170","1.080","3.83%"
"07/25/2023","1.124","1.131","1.138","1.091","4.66%"
"07/24/2023","1.074","1.160","1.160","1.070","-4.70%"
"07/21/2023","1.127","1.127","1.149","1.120","-0.35%"
"07/20/2023","1.131","1.135","1.135","1.081","6.00%"
"07/19/2023","1.067","1.032","1.067","1.021","0.00%"
"07/18/2023","1.067","1.160","1.164","1.053","-3.26%"
"07/17/2023","1.103","1.146","1.153","1.103","-6.13%"
"07/14/2023","1.175","1.132","1.175","1.128","3.80%"
"07/13/2023","1.132","1.200","1.200","1.121","-5.90%"
"07/12/2023","1.203","1.218","1.303","1.196","-7.18%"
"07/11/2023","1.296","1.289","1.300","1.207","5.54%"
"07/10/2023","1.228","1.225","1.300","1.211","1.74%"
"07/07/2023","1.207","1.260","1.260","1.168","-1.15%"
"07/06/2023","1.221","1.158","1.243","1.105","11.92%"
"07/05/2023","1.091","1.094","1.094","1.066","-3.71%"
"07/04/2023","1.133","1.154","1.154","1.094","-1.56%"
"07/03/2023","1.151","1.186","1.186","1.091","0.00%"
"06/30/2023","1.151","1.204","1.211","1.123","0.26%"
"06/29/2023","1.148","1.151","1.207","1.099","-0.26%"
"06/28/2023","1.151","1.088","1.151","1.039","0.26%"
"06/27/2023","1.148","1.064","1.148","1.019","9.65%"
"06/26/2023","1.047","1.057","1.061","0.995","-3.50%"
"06/23/2023","1.085","1.113","1.138","1.005","-2.86%"
"06/22/2023","1.117","1.141","1.162","1.033","-1.85%"
"06/21/2023","1.138","1.076","1.176","1.076","1.52%"
"06/20/2023","1.121","1.163","1.163","1.110","-4.19%"
"06/19/2023","1.170","1.152","1.170","1.132","-6.40%"
"06/16/2023","1.250","1.232","1.250","1.132","5.93%"
"06/15/2023","1.180","1.191","1.191","1.097","9.56%"
"06/14/2023","1.077","1.250","1.250","1.063","-9.50%"
"06/13/2023","1.190","1.166","1.190","1.075","1.97%"
"06/12/2023","1.167","1.133","1.167","1.109","-0.85%"
"06/09/2023","1.177","1.129","1.177","1.129","0.00%"
"06/08/2023","1.177","1.082","1.177","1.067","8.68%"
"06/07/2023","1.083","1.083","1.083","1.036","3.04%"
"06/06/2023","1.051","1.107","1.107","1.032","-3.04%"
"06/05/2023","1.084","1.070","1.099","1.032","6.38%"
"06/02/2023","1.019","1.042","1.052","0.995","-3.60%"
"06/01/2023","1.057","1.015","1.057","0.981","5.91%"
"05/31/2023","0.998","1.007","1.040","0.988","-4.95%"
"05/30/2023","1.050","1.106","1.106","1.050","-9.72%"
"05/26/2023","1.163","1.173","1.173","1.097","-7.84%"
"05/25/2023","1.262","1.088","1.262","1.069","18.83%"
"05/24/2023","1.062","1.048","1.085","1.048","1.72%"
"05/23/2023","1.044","1.020","1.053","1.020","-0.48%"
"05/22/2023","1.049","0.979","1.049","0.970","7.04%"
"05/19/2023","0.980","1.050","1.087","0.980","-2.78%"
"05/17/2023","1.008","1.022","1.022","0.920","-1.56%"
"05/16/2023","1.024","0.932","1.024","0.918","3.12%"
"05/15/2023","0.993","1.039","1.039","0.919","6.32%"
"05/12/2023","0.934","1.003","1.003","0.897","-4.69%"
"05/11/2023","0.980","1.013","1.013","0.834","-0.71%"
"05/10/2023","0.987","1.033","1.033","0.946","-1.40%"
"05/09/2023","1.001","1.015","1.024","0.978","-1.48%"
"05/08/2023","1.016","1.007","1.038","1.007","2.32%"
"05/05/2023","0.993","1.048","1.048","0.961","0.40%"
"05/04/2023","0.989","1.090","1.090","0.985","-9.02%"
"05/03/2023","1.087","1.046","1.096","0.996","7.09%"
"05/02/2023","1.015","1.110","1.110","1.005","-8.56%"
"04/28/2023","1.110","1.165","1.165","1.074","-1.68%"
"04/27/2023","1.129","1.170","1.170","0.998","-0.96%"
"04/26/2023","1.140","1.135","1.140","1.023","8.06%"
"04/25/2023","1.055","1.109","1.127","1.046","-14.64%"
"04/24/2023","1.236","1.046","1.236","1.046","18.05%"
"04/21/2023","1.047","1.047","1.047","0.988","0.00%"
"04/20/2023","1.047","1.245","1.245","1.047","-4.30%"
"04/19/2023","1.094","1.049","1.269","1.049","4.29%"
"04/18/2023","1.049","1.049","1.049","1.000","-0.10%"
"04/17/2023","1.050","1.032","1.054","1.032","-11.32%"
"04/14/2023","1.184","1.024","1.184","0.962","16.65%"
"04/13/2023","1.015","0.980","1.015","0.980","1.50%"
"04/12/2023","1.000","1.208","1.222","0.969","-17.29%"
"04/11/2023","1.209","1.244","1.249","1.151","5.87%"
"04/06/2023","1.142","1.138","1.164","1.067","1.15%"
"04/05/2023","1.129","1.276","1.276","1.129","-7.46%"
"04/04/2023","1.220","1.277","1.277","1.220","-4.46%"
"04/03/2023","1.277","1.277","1.277","1.189","-0.08%"
"03/31/2023","1.278","1.278","1.278","1.264","0.00%"
"03/30/2023","1.278","1.190","1.278","1.015","2.08%"
"03/29/2023","1.252","1.147","1.257","1.060","7.10%"
"03/28/2023","1.169","1.165","1.169","1.104","0.34%"
"03/27/2023","1.165","1.169","1.169","1.091","0.34%"
"03/24/2023","1.161","1.153","1.161","0.952","0.35%"
"03/23/2023","1.157","1.127","1.170","1.018","-3.34%"
"03/22/2023","1.197","1.063","1.241","1.063","12.50%"
"03/21/2023","1.064","0.934","1.064","0.917","14.90%"
"03/20/2023","0.926","0.853","0.939","0.815","2.32%"
"03/17/2023","0.905","1.030","1.030","0.833","-7.56%"
"03/16/2023","0.979","1.147","1.151","0.850","-1.51%"
"03/15/2023","0.994","1.252","1.321","0.763","-21.42%"
"03/14/2023","1.265","1.140","1.269","0.896","10.96%"
"03/13/2023","1.140","1.412","1.412","0.991","-25.25%"
"03/10/2023","1.525","1.521","1.542","1.395","-4.09%"
"03/09/2023","1.590","1.633","1.633","1.551","-1.85%"
"03/08/2023","1.620","1.603","1.698","1.464","1.38%"
"03/07/2023","1.598","1.542","1.607","1.542","1.08%"
"03/06/2023","1.581","1.413","1.585","1.400","10.25%"
"03/03/2023","1.434","1.434","1.447","1.370","1.20%"
"03/02/2023","1.417","1.409","1.417","1.379","-0.35%"
"03/01/2023","1.422","1.413","1.460","1.345","4.71%"
"02/28/2023","1.358","1.286","1.401","1.286","5.60%"
"02/27/2023","1.286","1.286","1.286","1.286","0.00%"
"02/24/2023","1.286","1.282","1.286","1.223","1.58%"
"02/23/2023","1.266","1.287","1.287","1.262","-1.33%"
"02/22/2023","1.283","1.288","1.288","1.279","-0.39%"
"02/21/2023","1.288","1.284","1.288","1.237","1.02%"
"02/20/2023","1.275","1.267","1.275","1.254","1.27%"
"02/17/2023","1.259","1.271","1.288","1.255","-1.02%"
"02/16/2023","1.272","1.268","1.272","1.230","0.32%"
"02/15/2023","1.268","1.277","1.281","1.143","0.32%"
"02/14/2023","1.264","1.206","1.264","1.206","3.35%"
"02/13/2023","1.223","1.211","1.231","1.198","3.47%"
"02/10/2023","1.182","1.203","1.203","1.132","2.87%"
"02/09/2023","1.149","1.145","1.149","1.087","-2.21%"
"02/08/2023","1.175","1.158","1.175","1.113","1.38%"
"02/07/2023","1.159","1.126","1.159","1.105","7.22%"
"02/06/2023","1.081","1.015","1.093","1.015","3.05%"
"02/03/2023","1.049","0.963","1.065","0.963","7.04%"
"02/02/2023","0.980","1.041","1.189","0.963","-8.84%"
"02/01/2023","1.075","1.047","1.092","1.047","-0.09%"
"01/31/2023","1.076","1.108","1.117","1.035","-1.47%"
"01/30/2023","1.092","1.048","1.092","1.011","2.63%"
"01/27/2023","1.064","1.044","1.064","1.028","2.31%"
"01/26/2023","1.040","1.028","1.040","0.991","3.90%"
"01/25/2023","1.001","1.029","1.033","0.973","-0.10%"
"01/24/2023","1.002","1.046","1.046","1.002","-5.74%"
"01/23/2023","1.063","1.043","1.063","1.010","2.71%"
"01/20/2023","1.035","1.019","1.035","0.991","5.72%"
"01/19/2023","0.979","0.947","0.999","0.947","2.30%"
"01/18/2023","0.957","0.921","0.997","0.921","3.01%"
"01/17/2023","0.929","1.037","1.066","0.925","-9.45%"
"01/16/2023","1.026","1.030","1.054","1.006","-12.68%"
"01/13/2023","1.175","1.014","1.175","0.954","16.22%"
"01/12/2023","1.011","1.107","1.175","0.987","-14.03%"
"01/11/2023","1.176","1.176","1.176","1.112","-0.08%"
"01/10/2023","1.177","1.177","1.177","1.165","2.08%"
"01/09/2023","1.153","1.237","1.237","1.153","0.00%"
"01/06/2023","1.153","1.213","1.241","1.150","-6.26%"
"01/05/2023","1.230","1.206","1.258","1.174","6.49%"
"01/04/2023","1.155","1.263","1.263","1.119","-8.55%"
"01/03/2023","1.263","1.291","1.315","1.195","-6.79%"
"12/30/2022","1.355","1.307","1.355","1.295","2.73%"
"12/29/2022","1.319","1.339","1.347","1.307","-2.94%"
"12/28/2022","1.359","1.387","1.399","1.316","-1.45%"
"12/27/2022","1.379","1.355","1.391","1.352","2.91%"
"12/23/2022","1.340","1.253","1.340","1.253","4.04%"
"12/22/2022","1.288","1.273","1.300","1.202","4.38%"
"12/21/2022","1.234","1.183","1.246","1.175","6.01%"
"12/20/2022","1.164","1.164","1.168","1.101","2.74%"
"12/19/2022","1.133","1.059","1.133","1.020","4.62%"
"12/16/2022","1.083","1.028","1.083","1.028","8.95%"
"12/15/2022","0.994","0.920","1.013","0.897","7.81%"
"12/14/2022","0.922","0.933","0.933","0.891","-0.86%"
"12/13/2022","0.930","0.988","1.004","0.907","-5.58%"
"12/12/2022","0.985","0.993","0.993","0.888","1.55%"
"12/09/2022","0.970","0.908","0.970","0.893","8.50%"
"12/08/2022","0.894","0.871","0.897","0.859","2.05%"
"12/07/2022","0.876","0.842","0.892","0.834","2.10%"
"12/06/2022","0.858","0.946","0.946","0.843","-4.67%"
"12/05/2022","0.900","0.904","0.912","0.851","0.33%"
"12/02/2022","0.897","0.852","0.909","0.832","4.79%"
"12/01/2022","0.856","0.951","0.959","0.845","-10.18%"
"11/30/2022","0.953","0.957","0.980","0.930","1.93%"
"11/29/2022","0.935","0.893","0.938","0.859","0.43%"
"11/28/2022","0.931","0.920","0.954","0.909","-0.96%"
"11/25/2022","0.940","0.826","0.947","0.826","12.17%"
"11/24/2022","0.838","0.819","0.857","0.789","-0.24%"
"11/23/2022","0.840","0.825","0.851","0.810","3.58%"
"11/22/2022","0.811","0.837","0.848","0.803","0.00%"
"11/21/2022","0.811","0.759","0.841","0.759","0.37%"
"11/18/2022","0.808","0.812","0.842","0.793","-4.94%"
"11/17/2022","0.850","0.824","0.850","0.779","1.07%"
"11/16/2022","0.841","0.860","0.860","0.774","0.36%"
"11/15/2022","0.838","0.804","0.845","0.793","-2.67%"
"11/14/2022","0.861","0.734","0.861","0.697","14.19%"
"11/11/2022","0.754","0.650","0.757","0.642","21.42%"
"11/10/2022","0.621","0.632","0.695","0.540","5.79%"
"11/09/2022","0.587","0.580","0.598","0.536","1.03%"
"11/08/2022","0.581","0.614","0.643","0.555","-4.91%"
"11/07/2022","0.611","0.607","0.633","0.541","1.16%"
"11/04/2022","0.604","0.612","0.630","0.549","-1.47%"
"11/03/2022","0.613","0.682","0.682","0.569","-0.33%"
"11/02/2022","0.615","0.582","0.630","0.575","4.06%"
"11/01/2022","0.591","0.576","0.602","0.532","-5.89%"
"10/31/2022","0.628","0.628","0.628","0.577","2.78%"
"10/28/2022","0.611","0.480","0.618","0.454","24.19%"
"10/27/2022","0.492","0.608","0.644","0.477","-20.26%"
"10/26/2022","0.617","0.635","0.657","0.581","2.83%"
"10/25/2022","0.600","0.578","0.629","0.563","-8.95%"
"10/24/2022","0.659","0.604","0.659","0.557","-1.64%"
"10/21/2022","0.670","0.747","0.747","0.634","-1.76%"
"10/20/2022","0.682","0.722","0.729","0.657","-3.40%"
"10/19/2022","0.706","0.684","0.706","0.627","18.66%"
"10/18/2022","0.595","0.667","0.678","0.591","-13.77%"
"10/17/2022","0.690","0.675","0.690","0.603","-0.14%"
"10/14/2022","0.691","0.752","0.752","0.597","-1.00%"
"10/13/2022","0.698","0.767","0.767","0.634","-5.68%"
"10/12/2022","0.740","0.816","0.816","0.737","-12.43%"
"10/11/2022","0.845","0.950","0.950","0.795","-9.72%"
"10/10/2022","0.936","0.864","0.940","0.745","7.34%"
"10/07/2022","0.872","0.735","0.872","0.735","27.11%"
"10/06/2022","0.686","0.636","0.729","0.547","24.05%"
"10/05/2022","0.553","0.489","0.582","0.472","11.94%"
"10/04/2022","0.494","0.558","0.561","0.395","-10.51%"
"10/03/2022","0.552","0.743","0.743","0.552","-25.10%"
"09/30/2022","0.737","0.766","0.766","0.669","-6.83%"
"09/29/2022","0.791","0.859","0.859","0.741","-8.45%"
"09/28/2022","0.864","1.040","1.076","0.775","-16.92%"
"09/27/2022","1.040","1.173","1.173","0.943","-3.08%"
"09/26/2022","1.073","1.184","1.188","1.059","1.32%"
"09/23/2022","1.059","1.073","1.134","0.970","-4.85%"
"09/22/2022","1.113","1.156","1.224","0.974","-0.09%"
"09/21/2022","1.114","1.128","1.128","1.057","-0.71%"
"09/20/2022","1.122","0.990","1.122","0.986","14.96%"
"09/19/2022","0.976","0.962","0.976","0.919","-2.59%"
"09/16/2022","1.002","0.959","1.012","0.952","5.58%"
"09/15/2022","0.949","0.896","0.970","0.896","7.47%"
"09/14/2022","0.883","0.912","1.010","0.883","-3.92%"
"09/13/2022","0.919","0.800","0.930","0.793","15.74%"
"09/12/2022","0.794","0.794","0.811","0.738","2.72%"
"09/09/2022","0.773","0.728","0.808","0.710","13.68%"
"09/08/2022","0.680","0.562","0.749","0.562","16.24%"
"09/07/2022","0.585","0.634","0.637","0.564","-6.70%"
"09/06/2022","0.627","0.666","0.666","0.552","5.03%"
"09/05/2022","0.597","0.546","0.622","0.535","9.14%"
"09/02/2022","0.547","0.598","0.633","0.516","-7.13%"
"09/01/2022","0.589","0.613","0.651","0.589","2.61%"
"08/31/2022","0.574","0.574","0.612","0.536","-0.69%"
"08/30/2022","0.578","0.578","0.613","0.513","-5.71%"
"08/29/2022","0.613","0.627","0.665","0.583","20.91%"
"08/26/2022","0.507","0.446","0.535","0.432","13.42%"
"08/25/2022","0.447","0.532","0.532","0.413","-10.24%"
"08/24/2022","0.498","0.477","0.508","0.460","9.69%"
"08/23/2022","0.454","0.437","0.512","0.410","2.71%"
"08/22/2022","0.442","0.344","0.442","0.310","23.46%"
"08/19/2022","0.358","0.328","0.358","0.291","33.58%"
"08/18/2022","0.268","0.272","0.289","0.238","15.52%"
"08/17/2022","0.232","0.138","0.248","0.135","88.62%"
"08/16/2022","0.123","0.090","0.123","0.070","51.85%"
"08/15/2022","0.081","0.121","0.131","0.068","-27.68%"
"08/12/2022","0.112","0.129","0.129","0.082","1.82%"
"08/11/2022","0.110","0.133","0.133","0.050","5.77%"
"08/10/2022","0.104","0.160","0.160","0.038","-3.70%"
"08/09/2022","0.108","0.138","0.138","0.069","47.95%"
"08/08/2022","0.073","0.110","0.110","0.067","-48.23%"
"08/05/2022","0.141","0.072","0.141","0.009","422.22%"
"08/04/2022","0.027","0.083","0.089","0.020","-63.01%"
"08/03/2022","0.073","0.067","0.077","-0.005","356.25%"
"08/02/2022","0.016","-0.020","0.022","-0.105","-138.10%"
"07/29/2022","-0.042","-0.022","0.001","-0.074","-36.36%"
"07/28/2022","-0.066","0.090","0.097","-0.066","-1,200.00%"
"07/27/2022","0.006","0.009","0.036","-0.004","-25.00%"
"07/26/2022","0.008","0.079","0.095","-0.015","-85.19%"
"07/25/2022","0.054","0.090","0.097","0.048","-25.00%"
"07/22/2022","0.072","0.297","0.297","0.046","-72.93%"
"07/21/2022","0.266","0.279","0.380","0.266","-6.67%"
"07/20/2022","0.285","0.275","0.295","0.204","-9.81%"
