"Date","Price","Open","High","Low","Change %"
"10/27/2023","1.013","1.015","1.044","1.008","-4.48%"
"10/26/2023","1.061","1.120","1.125","1.061","-3.37%"
"10/25/2023","1.098","1.066","1.103","1.052","1.10%"
"10/24/2023","1.086","1.112","1.112","1.067","-2.51%"
"10/23/2023","1.114","1.167","1.167","1.064","-1.59%"
"10/20/2023","1.132","1.193","1.193","1.132","-4.55%"
"10/19/2023","1.186","1.197","1.197","1.184","0.08%"
"10/18/2023","1.185","1.177","1.185","1.137","3.31%"
"10/17/2023","1.147","1.150","1.150","1.112","2.96%"
"10/16/2023","1.114","1.148","1.156","1.111","-0.09%"
"10/13/2023","1.115","1.158","1.168","1.102","-3.38%"
"10/12/2023","1.154","1.130","1.154","1.109","2.67%"
"10/11/2023","1.124","1.156","1.156","1.100","-1.06%"
"10/10/2023","1.136","1.120","1.157","1.120","1.07%"
"10/09/2023","1.124","1.159","1.180","1.124","-5.07%"
"10/06/2023","1.184","1.189","1.213","1.158","-0.08%"
"10/05/2023","1.185","1.167","1.191","1.164","-0.17%"
"10/04/2023","1.187","1.200","1.200","1.142","1.71%"
"10/03/2023","1.167","1.149","1.167","1.125","0.26%"
"10/02/2023","1.164","1.179","1.179","1.143","1.48%"
"09/29/2023","1.147","1.157","1.163","1.118","-2.80%"
"09/28/2023","1.180","1.135","1.185","1.106","4.24%"
"09/27/2023","1.132","1.124","1.132","1.095","1.34%"
"09/26/2023","1.117","1.136","1.141","1.097","-0.89%"
"09/25/2023","1.127","1.156","1.156","1.111","-2.59%"
"09/22/2023","1.157","1.139","1.157","1.118","-2.94%"
"09/21/2023","1.192","1.242","1.242","1.114","-0.42%"
"09/20/2023","1.197","1.220","1.236","1.197","-10.07%"
"09/19/2023","1.331","1.193","1.331","1.193","11.47%"
"09/18/2023","1.194","1.176","1.194","1.155","0.76%"
"09/15/2023","1.185","1.128","1.185","1.123","4.22%"
"09/14/2023","1.137","1.122","1.163","1.112","-2.15%"
"09/13/2023","1.162","1.147","1.199","1.126","1.22%"
"09/12/2023","1.148","1.164","1.169","1.120","5.03%"
"09/11/2023","1.093","1.083","1.093","1.065","2.25%"
"09/08/2023","1.069","1.043","1.084","1.043","-1.57%"
"09/07/2023","1.086","1.086","1.086","1.063","1.78%"
"09/06/2023","1.067","1.029","1.070","1.016","3.29%"
"09/05/2023","1.033","1.005","1.035","1.005","-0.86%"
"09/04/2023","1.042","1.060","1.060","1.009","-4.84%"
"09/01/2023","1.095","1.008","1.095","0.970","6.10%"
"08/31/2023","1.032","1.055","1.065","0.991","-0.48%"
"08/30/2023","1.037","1.047","1.070","1.032","1.37%"
"08/29/2023","1.023","1.028","1.051","1.013","-7.17%"
"08/28/2023","1.102","1.059","1.102","1.033","0.82%"
"08/25/2023","1.093","1.070","1.093","1.019","4.00%"
"08/24/2023","1.051","1.018","1.054","0.993","-1.68%"
"08/23/2023","1.069","1.109","1.109","1.013","-1.47%"
"08/22/2023","1.085","1.095","1.098","1.072","-2.43%"
"08/21/2023","1.112","1.084","1.112","1.044","2.21%"
"08/18/2023","1.088","1.091","1.091","1.045","-2.16%"
"08/17/2023","1.112","1.112","1.112","1.077","-0.63%"
"08/16/2023","1.119","1.094","1.119","1.041","1.91%"
"08/15/2023","1.098","1.098","1.116","1.070","0.55%"
"08/14/2023","1.092","1.079","1.092","1.046","-0.09%"
"08/11/2023","1.093","1.088","1.093","1.043","5.91%"
"08/10/2023","1.032","1.019","1.032","1.004","1.08%"
"08/09/2023","1.021","1.019","1.021","0.966","-0.20%"
"08/08/2023","1.023","1.003","1.030","0.978","-4.12%"
"08/07/2023","1.067","1.052","1.069","1.037","1.04%"
"08/04/2023","1.056","1.076","1.083","1.028","0.09%"
"08/03/2023","1.055","1.042","1.055","1.022","0.09%"
