"Date","Price","Open","High","Low","Change %"
"11/10/2023","1.294","1.256","1.339","1.256","-3.61%"
"11/09/2023","1.343","1.361","1.367","1.325","2.21%"
"11/08/2023","1.314","1.344","1.361","1.308","-1.79%"
"11/07/2023","1.338","1.368","1.385","1.302","0.90%"
"11/06/2023","1.326","1.291","1.356","1.291","-0.90%"
"11/03/2023","1.338","1.362","1.380","1.262","-1.76%"
"11/02/2023","1.362","1.297","1.362","1.256","4.45%"
"11/01/2023","1.304","1.334","1.334","1.275","0.00%"
"10/31/2023","1.304","1.281","1.304","1.222","1.32%"
"10/30/2023","1.287","1.240","1.293","1.194","4.72%"
"10/27/2023","1.229","1.229","1.258","1.223","-0.49%"
"10/26/2023","1.235","1.253","1.264","1.229","-2.37%"
"10/25/2023","1.265","1.236","1.271","1.225","2.76%"
"10/24/2023","1.231","1.260","1.260","1.202","-0.97%"
"10/23/2023","1.243","1.249","1.278","1.237","-0.96%"
"10/20/2023","1.255","1.313","1.313","1.249","-3.54%"
"10/19/2023","1.301","1.307","1.313","1.296","-0.08%"
"10/18/2023","1.302","1.297","1.308","1.245","3.09%"
"10/17/2023","1.263","1.286","1.286","1.240","2.35%"
"10/16/2023","1.234","1.297","1.303","1.234","-1.44%"
"10/13/2023","1.252","1.309","1.315","1.240","-2.26%"
"10/12/2023","1.281","1.258","1.281","1.247","2.23%"
"10/11/2023","1.253","1.259","1.270","1.128","1.79%"
"10/10/2023","1.231","1.237","1.271","1.225","1.40%"
"10/09/2023","1.214","1.288","1.294","1.209","-3.27%"
"10/06/2023","1.255","1.294","1.317","1.249","-3.46%"
"10/05/2023","1.300","1.283","1.306","1.215","0.31%"
"10/04/2023","1.296","1.290","1.296","1.250","0.86%"
"10/03/2023","1.285","1.268","1.285","1.234","0.00%"
"10/02/2023","1.285","1.262","1.285","1.257","3.13%"
"09/29/2023","1.246","1.240","1.257","1.212","1.30%"
"09/28/2023","1.230","1.218","1.230","1.213","0.82%"
"09/27/2023","1.220","1.220","1.220","1.186","0.00%"
"09/26/2023","1.220","1.226","1.226","1.192","0.41%"
"09/25/2023","1.215","1.254","1.254","1.187","-2.25%"
"09/22/2023","1.243","1.227","1.243","1.210","-1.82%"
"09/21/2023","1.266","1.360","1.371","1.199","-5.03%"
"09/20/2023","1.333","1.327","1.361","1.327","-1.26%"
"09/19/2023","1.350","1.322","1.350","1.322","2.12%"
"09/18/2023","1.322","1.317","1.322","1.301","1.23%"
"09/15/2023","1.306","1.273","1.306","1.273","2.51%"
"09/14/2023","1.274","1.257","1.301","1.257","-0.08%"
"09/13/2023","1.275","1.286","1.318","1.253","0.87%"
"09/12/2023","1.264","1.297","1.297","1.221","5.42%"
"09/11/2023","1.199","1.183","1.216","1.156","2.74%"
"09/08/2023","1.167","1.178","1.200","1.135","-2.34%"
"09/07/2023","1.195","1.206","1.211","1.119","4.64%"
"09/06/2023","1.142","1.153","1.153","1.099","2.88%"
"09/05/2023","1.110","1.105","1.110","1.094","-1.07%"
"09/04/2023","1.122","1.106","1.122","1.100","1.91%"
"09/01/2023","1.101","1.138","1.144","1.058","-0.54%"
"08/31/2023","1.107","1.134","1.144","1.069","-1.60%"
"08/30/2023","1.125","1.125","1.151","1.119","0.00%"
"08/29/2023","1.125","1.136","1.146","1.115","-4.50%"
"08/28/2023","1.178","1.157","1.178","1.125","1.29%"
"08/25/2023","1.163","1.142","1.163","1.094","3.29%"
"08/24/2023","1.126","1.089","1.126","1.073","2.74%"
"08/23/2023","1.096","1.154","1.154","1.091","-4.70%"
"08/22/2023","1.150","1.160","1.160","1.139","-2.21%"
"08/21/2023","1.176","1.150","1.176","1.124","2.17%"
"08/18/2023","1.151","1.156","1.156","1.114","0.00%"
"08/17/2023","1.151","1.156","1.156","1.130","-0.60%"
"08/16/2023","1.158","1.121","1.158","1.085","2.75%"
"08/15/2023","1.127","1.132","1.158","1.127","-0.09%"
"08/14/2023","1.128","1.128","1.133","1.096","0.00%"
"08/11/2023","1.128","1.133","1.133","1.102","2.27%"
"08/10/2023","1.103","1.056","1.134","1.051","1.29%"
"08/09/2023","1.089","1.084","1.094","1.022","0.00%"
"08/08/2023","1.089","1.064","1.094","1.043","-1.89%"
"08/07/2023","1.110","1.126","1.147","1.090","-0.98%"
"08/04/2023","1.121","1.163","1.173","1.096","0.36%"
"08/03/2023","1.117","1.107","1.117","1.091","0.36%"
"08/02/2023","1.113","1.175","1.190","1.088","-5.28%"
"07/31/2023","1.175","1.191","1.191","1.145","-0.51%"
"07/28/2023","1.181","1.191","1.191","1.145","0.34%"
"07/27/2023","1.177","1.192","1.192","1.141","-1.34%"
"07/26/2023","1.193","1.183","1.193","1.152","2.14%"
"07/25/2023","1.168","1.188","1.193","1.087","3.55%"
"07/24/2023","1.128","1.199","1.214","1.128","-3.92%"
"07/21/2023","1.174","1.184","1.199","1.154","0.00%"
"07/20/2023","1.174","1.169","1.174","1.124","5.77%"
"07/19/2023","1.110","1.085","1.110","1.075","-0.54%"
"07/18/2023","1.116","1.196","1.196","1.111","-4.29%"
"07/17/2023","1.166","1.181","1.222","1.166","-0.51%"
"07/14/2023","1.172","1.162","1.197","1.137","0.43%"
"07/13/2023","1.167","1.268","1.268","1.152","-4.66%"
"07/12/2023","1.224","1.269","1.500","1.219","-18.40%"
"07/11/2023","1.500","1.359","1.500","1.249","18.20%"
"07/10/2023","1.269","1.269","1.359","1.254","1.12%"
"07/07/2023","1.255","1.294","1.294","1.240","-3.09%"
"07/06/2023","1.295","1.250","1.300","1.195","7.83%"
"07/05/2023","1.201","1.177","1.221","1.132","-4.00%"
"07/04/2023","1.251","1.202","1.251","1.182","4.08%"
"07/03/2023","1.202","1.252","1.252","1.177","-1.23%"
"06/30/2023","1.217","1.252","1.252","1.207","-0.81%"
"06/29/2023","1.227","1.247","1.257","1.188","-1.68%"
"06/28/2023","1.248","1.150","1.248","1.087","3.65%"
"06/27/2023","1.204","1.136","1.209","1.082","7.79%"
"06/26/2023","1.117","1.151","1.151","1.058","-2.95%"
"06/23/2023","1.151","1.161","1.186","1.069","-0.52%"
"06/22/2023","1.157","1.215","1.220","1.059","-3.34%"
"06/21/2023","1.197","1.192","1.246","1.173","0.42%"
"06/20/2023","1.192","1.207","1.227","1.173","-3.25%"
"06/19/2023","1.232","1.203","1.232","1.203","0.00%"
"06/16/2023","1.232","1.319","1.329","1.198","-1.20%"
"06/15/2023","1.247","1.276","1.276","1.194","5.68%"
"06/14/2023","1.180","1.142","1.219","1.118","-18.90%"
"06/13/2023","1.455","1.352","1.455","1.301","0.07%"
"06/12/2023","1.454","1.383","1.454","1.332","5.98%"
"06/09/2023","1.372","1.321","1.372","1.321","2.31%"
"06/08/2023","1.341","1.199","1.352","1.199","11.75%"
"06/07/2023","1.200","1.200","1.200","1.200","0.00%"
"06/06/2023","1.200","1.200","1.200","1.150","0.00%"
"06/05/2023","1.200","1.200","1.200","1.160","0.00%"
"06/02/2023","1.200","1.160","1.200","1.130","3.45%"
"06/01/2023","1.160","1.160","1.160","1.111","0.78%"
