"Date","Price","Open","High","Low","Change %"
"10/27/2023","1.076","1.023","1.093","1.023","-5.53%"
"10/26/2023","1.139","1.175","1.183","1.115","-1.81%"
"10/25/2023","1.160","1.089","1.160","1.078","5.26%"
"10/24/2023","1.102","1.136","1.136","1.078","-3.92%"
"10/23/2023","1.147","1.203","1.203","1.147","-2.13%"
"10/20/2023","1.172","1.194","1.196","1.159","-1.68%"
"10/19/2023","1.192","1.200","1.207","1.175","1.02%"
"10/18/2023","1.180","1.195","1.195","1.142","1.55%"
"10/17/2023","1.162","1.154","1.173","1.117","3.57%"
"10/16/2023","1.122","1.123","1.137","1.113","2.00%"
"10/13/2023","1.100","1.143","1.146","1.071","-3.51%"
"10/12/2023","1.140","1.095","1.140","1.077","4.01%"
"10/11/2023","1.096","1.125","1.125","1.030","-2.40%"
"10/10/2023","1.123","1.120","1.152","1.107","-0.53%"
"10/09/2023","1.129","1.140","1.180","1.109","-4.97%"
"10/06/2023","1.188","1.194","1.219","1.169","-3.41%"
"10/05/2023","1.230","1.163","1.230","1.155","3.97%"
"10/04/2023","1.183","1.178","1.194","1.108","-0.42%"
"10/03/2023","1.188","1.160","1.188","1.084","4.39%"
"10/02/2023","1.138","1.114","1.138","1.082","6.75%"
"09/29/2023","1.066","1.114","1.147","1.060","-8.81%"
"09/28/2023","1.169","1.122","1.169","1.089","7.35%"
"09/27/2023","1.089","1.064","1.089","1.036","2.64%"
"09/26/2023","1.061","1.146","1.156","1.026","-4.84%"
"09/25/2023","1.115","1.107","1.122","1.085","2.39%"
"09/22/2023","1.089","1.095","1.099","1.069","-0.55%"
"09/21/2023","1.095","1.143","1.227","1.027","-1.71%"
"09/20/2023","1.114","1.131","1.131","1.079","-1.42%"
"09/19/2023","1.130","1.109","1.130","1.082","2.08%"
"09/18/2023","1.107","1.090","1.107","1.070","3.17%"
"09/15/2023","1.073","1.042","1.073","1.032","3.77%"
"09/14/2023","1.034","1.039","1.060","1.020","-2.82%"
"09/13/2023","1.064","1.090","1.130","1.052","-2.30%"
"09/12/2023","1.089","1.142","1.142","1.041","0.74%"
"09/11/2023","1.081","1.065","1.083","1.033","4.34%"
"09/08/2023","1.036","1.014","1.061","1.009","-1.15%"
"09/07/2023","1.048","0.977","1.060","0.965","7.38%"
"09/06/2023","0.976","0.976","0.976","0.973","0.00%"
"09/05/2023","0.976","0.976","0.976","0.960","0.00%"
"09/04/2023","0.976","0.991","0.991","0.941","0.21%"
"09/01/2023","0.974","0.949","0.974","0.885","1.78%"
"08/31/2023","0.957","0.983","0.995","0.925","-1.14%"
"08/30/2023","0.968","0.988","0.997","0.953","2.11%"
"08/29/2023","0.948","0.956","0.975","0.934","-2.27%"
"08/28/2023","0.970","0.995","1.007","0.958","-5.83%"
"08/25/2023","1.030","1.029","1.030","0.975","4.36%"
"08/24/2023","0.987","0.951","0.989","0.946","0.41%"
"08/23/2023","0.983","1.050","1.050","0.961","-5.39%"
"08/22/2023","1.039","1.066","1.068","1.029","-5.46%"
"08/21/2023","1.099","1.052","1.099","1.012","6.80%"
"08/18/2023","1.029","1.053","1.053","1.007","-2.92%"
"08/17/2023","1.060","1.086","1.086","1.046","1.63%"
"08/16/2023","1.043","1.062","1.062","1.003","1.36%"
"08/15/2023","1.029","1.078","1.093","1.029","-2.09%"
"08/14/2023","1.051","1.100","1.105","1.029","-4.19%"
"08/11/2023","1.097","1.068","1.097","1.017","6.92%"
"08/10/2023","1.026","0.973","1.026","0.973","2.40%"
"08/09/2023","1.002","0.972","1.002","0.939","3.09%"
"08/08/2023","0.972","1.007","1.012","0.955","-7.60%"
"08/07/2023","1.052","1.031","1.053","1.013","2.53%"
"08/04/2023","1.026","1.090","1.097","1.003","0.10%"
"08/03/2023","1.025","0.996","1.038","0.996","0.89%"
"08/02/2023","1.016","1.045","1.054","0.981","3.57%"
"07/31/2023","0.981","1.000","1.010","0.981","-2.58%"
"07/28/2023","1.007","1.061","1.061","0.972","1.21%"
"07/27/2023","0.995","0.977","1.005","0.917","-0.20%"
"07/26/2023","0.997","0.973","0.997","0.931","3.21%"
"07/25/2023","0.966","0.986","0.987","0.913","1.79%"
"07/24/2023","0.949","0.991","0.991","0.885","-1.96%"
"07/21/2023","0.968","0.987","0.992","0.921","-1.43%"
"07/20/2023","0.982","0.941","0.987","0.911","2.94%"
"07/19/2023","0.954","0.875","0.954","0.854","4.03%"
"07/18/2023","0.917","0.956","0.961","0.867","-3.68%"
"07/17/2023","0.952","1.010","1.020","0.926","-6.30%"
"07/14/2023","1.016","1.025","1.037","0.958","-1.07%"
"07/13/2023","1.027","1.038","1.039","0.963","-4.64%"
"07/12/2023","1.077","1.122","1.134","1.060","-6.51%"
"07/11/2023","1.152","1.115","1.152","1.087","4.16%"
"07/10/2023","1.106","1.091","1.130","1.076","2.69%"
"07/07/2023","1.077","1.095","1.095","1.004","4.87%"
"07/06/2023","1.027","0.975","1.061","0.945","8.11%"
"07/05/2023","0.950","0.938","0.950","0.868","0.42%"
"07/04/2023","0.946","0.963","0.970","0.924","-0.94%"
"07/03/2023","0.955","0.988","0.988","0.895","-0.73%"
"06/30/2023","0.962","1.008","1.013","0.958","-1.74%"
"06/29/2023","0.979","0.942","0.998","0.918","3.93%"
"06/28/2023","0.942","0.919","0.942","0.863","2.39%"
"06/27/2023","0.920","0.918","0.927","0.870","2.79%"
"06/26/2023","0.895","0.967","0.967","0.882","-7.45%"
"06/23/2023","0.967","1.016","1.031","0.921","-6.03%"
"06/22/2023","1.029","0.983","1.048","0.933","2.90%"
"06/21/2023","1.000","0.992","1.000","0.917","0.81%"
"06/20/2023","0.992","1.023","1.034","0.938","-5.52%"
"06/19/2023","1.050","1.008","1.050","0.996","0.38%"
"06/16/2023","1.046","1.140","1.150","1.008","0.58%"
"06/15/2023","1.040","1.126","1.126","1.012","1.46%"
"06/14/2023","1.025","0.961","1.045","0.961","-1.35%"
"06/13/2023","1.039","0.923","1.039","0.916","2.16%"
"06/12/2023","1.017","0.965","1.017","0.882","7.39%"
"06/09/2023","0.947","0.941","0.975","0.918","-13.28%"
"06/08/2023","1.092","0.922","1.092","0.887","2.06%"
"06/07/2023","1.070","0.955","1.070","0.831","26.18%"
"06/06/2023","0.848","1.036","1.036","0.793","-15.87%"
"06/05/2023","1.008","0.992","1.019","0.872","20.43%"
"06/02/2023","0.837","0.877","0.877","0.800","-3.79%"
"06/01/2023","0.870","0.951","0.958","0.804","-7.25%"
"05/31/2023","0.938","0.891","0.938","0.813","0.43%"
"05/30/2023","0.934","0.973","0.998","0.934","-15.70%"
"05/26/2023","1.108","1.107","1.110","1.023","4.82%"
"05/25/2023","1.057","1.107","1.107","1.008","4.24%"
"05/24/2023","1.014","1.019","1.046","0.995","0.50%"
"05/23/2023","1.009","1.006","1.025","1.000","0.20%"
"05/22/2023","1.007","1.025","1.026","0.967","-1.76%"
"05/19/2023","1.025","1.048","1.094","0.985","5.13%"
"05/17/2023","0.975","0.991","1.006","0.933","-1.61%"
"05/16/2023","0.991","0.962","0.994","0.941","2.91%"
"05/15/2023","0.963","1.003","1.003","0.941","0.63%"
"05/12/2023","0.957","1.006","1.006","0.929","1.06%"
"05/11/2023","0.947","1.022","1.022","0.898","-8.85%"
"05/10/2023","1.039","1.060","1.104","0.994","-1.61%"
"05/09/2023","1.056","1.061","1.061","1.036","-0.47%"
"05/08/2023","1.061","1.061","1.061","1.061","1.63%"
"05/05/2023","1.044","1.067","1.076","1.031","5.88%"
"05/04/2023","0.986","1.102","1.123","0.986","-4.83%"
"05/03/2023","1.036","1.055","1.092","0.975","7.36%"
"05/02/2023","0.965","1.155","1.155","0.965","-10.07%"
"04/28/2023","1.073","1.140","1.140","1.013","-1.92%"
"04/27/2023","1.094","1.120","1.135","1.026","0.46%"
"04/26/2023","1.089","1.069","1.091","1.014","1.49%"
"04/25/2023","1.073","1.132","1.144","1.020","-7.82%"
"04/24/2023","1.164","1.057","1.164","1.057","1.13%"
"04/21/2023","1.151","1.091","1.156","1.048","7.27%"
"04/20/2023","1.073","1.159","1.159","1.066","-9.14%"
"04/19/2023","1.181","1.131","1.181","1.053","9.35%"
"04/18/2023","1.080","1.099","1.107","1.040","-6.66%"
"04/17/2023","1.157","1.061","1.190","1.058","-1.87%"
"04/14/2023","1.179","1.040","1.198","1.040","14.47%"
"04/13/2023","1.030","1.006","1.091","0.983","1.68%"
"04/12/2023","1.013","1.158","1.247","0.981","-12.97%"
"04/11/2023","1.164","1.121","1.202","1.112","4.39%"
"04/06/2023","1.115","1.112","1.127","1.049","1.09%"
"04/05/2023","1.103","1.260","1.260","1.084","-8.84%"
"04/04/2023","1.210","1.230","1.273","1.203","-0.74%"
"04/03/2023","1.219","1.223","1.265","1.186","-0.41%"
"03/31/2023","1.224","1.207","1.267","1.184","0.82%"
"03/30/2023","1.214","1.140","1.233","1.101","-1.14%"
"03/29/2023","1.228","1.249","1.249","1.154","-0.32%"
"03/28/2023","1.232","1.222","1.232","1.143","10.49%"
"03/27/2023","1.115","1.204","1.204","1.051","4.01%"
"03/24/2023","1.072","1.130","1.130","1.019","-2.99%"
"03/23/2023","1.105","1.057","1.184","1.057","-7.61%"
"03/22/2023","1.196","1.161","1.196","1.073","9.02%"
"03/21/2023","1.097","0.936","1.102","0.924","11.71%"
"03/20/2023","0.982","0.962","0.987","0.850","3.37%"
"03/17/2023","0.950","1.087","1.092","0.950","-9.09%"
"03/16/2023","1.045","1.165","1.165","0.972","3.47%"
"03/15/2023","1.010","1.258","1.261","0.992","-17.08%"
"03/14/2023","1.218","1.089","1.218","1.027","9.83%"
"03/13/2023","1.109","1.321","1.321","1.024","-16.62%"
"03/10/2023","1.330","1.309","1.357","1.265","-5.27%"
"03/09/2023","1.404","1.442","1.445","1.402","-0.78%"
"03/08/2023","1.415","1.510","1.549","1.389","-4.39%"
"03/07/2023","1.480","1.482","1.525","1.475","-1.20%"
"03/06/2023","1.498","1.449","1.520","1.429","2.04%"
"03/03/2023","1.468","1.490","1.500","1.426","-3.55%"
"03/02/2023","1.522","1.486","1.522","1.422","5.04%"
"03/01/2023","1.449","1.466","1.470","1.386","2.26%"
"02/28/2023","1.417","1.402","1.477","1.391","1.72%"
"02/27/2023","1.393","1.386","1.401","1.348","1.75%"
"02/24/2023","1.369","1.390","1.424","1.332","0.44%"
"02/23/2023","1.363","1.431","1.446","1.363","-3.33%"
"02/22/2023","1.410","1.424","1.454","1.408","-0.42%"
"02/21/2023","1.416","1.405","1.423","1.366","3.43%"
"02/20/2023","1.369","1.389","1.399","1.357","-0.80%"
"02/17/2023","1.380","1.431","1.440","1.375","-0.22%"
"02/16/2023","1.383","1.416","1.416","1.349","-1.21%"
"02/15/2023","1.400","1.426","1.426","1.374","-0.07%"
"02/14/2023","1.401","1.373","1.410","1.323","3.32%"
"02/13/2023","1.356","1.362","1.376","1.340","0.07%"
"02/10/2023","1.355","1.332","1.357","1.311","5.78%"
"02/09/2023","1.281","1.315","1.318","1.248","-4.19%"
"02/08/2023","1.337","1.338","1.362","1.319","2.69%"
"02/07/2023","1.302","1.266","1.321","1.266","2.76%"
"02/06/2023","1.267","1.240","1.267","1.189","5.50%"
"02/03/2023","1.201","1.073","1.210","1.073","14.06%"
"02/02/2023","1.053","1.157","1.178","1.053","-13.55%"
"02/01/2023","1.218","1.250","1.250","1.197","-0.57%"
"01/31/2023","1.225","1.269","1.269","1.202","-1.76%"
"01/30/2023","1.247","1.224","1.273","1.186","3.57%"
"01/27/2023","1.204","1.241","1.241","1.178","-1.07%"
"01/26/2023","1.217","1.199","1.217","1.137","5.37%"
"01/25/2023","1.155","1.215","1.222","1.107","-1.20%"
"01/24/2023","1.169","1.240","1.240","1.169","-3.63%"
"01/23/2023","1.213","1.199","1.213","1.164","3.68%"
"01/20/2023","1.170","1.099","1.170","1.087","8.33%"
"01/19/2023","1.080","1.042","1.087","1.029","4.75%"
"01/18/2023","1.031","1.086","1.096","0.997","-1.90%"
"01/17/2023","1.051","1.148","1.148","1.018","-3.40%"
"01/16/2023","1.088","1.099","1.136","1.072","-0.37%"
"01/13/2023","1.092","1.126","1.126","1.055","-3.36%"
"01/12/2023","1.130","1.228","1.232","1.101","-9.96%"
"01/11/2023","1.255","1.359","1.367","1.231","-9.45%"
"01/10/2023","1.386","1.324","1.393","1.324","8.20%"
"01/09/2023","1.281","1.308","1.337","1.281","0.39%"
"01/06/2023","1.276","1.425","1.428","1.276","-9.18%"
"01/05/2023","1.405","1.356","1.425","1.355","4.93%"
"01/04/2023","1.339","1.439","1.439","1.336","-6.82%"
"01/03/2023","1.437","1.558","1.558","1.413","-9.96%"
"12/30/2022","1.596","1.496","1.596","1.496","5.63%"
"12/29/2022","1.511","1.532","1.550","1.501","-2.89%"
"12/28/2022","1.556","1.558","1.567","1.492","-1.33%"
"12/27/2022","1.577","1.534","1.577","1.534","2.94%"
"12/23/2022","1.532","1.491","1.532","1.449","2.68%"
"12/22/2022","1.492","1.465","1.492","1.439","3.25%"
"12/21/2022","1.445","1.412","1.473","1.381","4.48%"
"12/20/2022","1.383","1.337","1.388","1.328","6.14%"
"12/19/2022","1.303","1.251","1.303","1.222","3.41%"
"12/16/2022","1.260","1.208","1.260","1.206","1.37%"
"12/15/2022","1.243","1.130","1.243","1.092","9.61%"
"12/14/2022","1.134","1.155","1.190","1.107","-1.73%"
"12/13/2022","1.154","1.225","1.230","1.121","-1.62%"
"12/12/2022","1.173","1.186","1.186","1.130","-0.34%"
"12/09/2022","1.177","1.070","1.177","1.063","13.17%"
"12/08/2022","1.040","1.038","1.059","1.023","1.66%"
"12/07/2022","1.023","0.961","1.062","0.961","3.54%"
"12/06/2022","0.988","1.100","1.100","0.986","-8.60%"
"12/05/2022","1.081","1.050","1.081","1.013","4.65%"
"12/02/2022","1.033","1.037","1.067","0.981","-0.39%"
"12/01/2022","1.037","1.065","1.066","1.017","-5.04%"
"11/30/2022","1.092","1.072","1.120","1.064","4.40%"
"11/29/2022","1.046","1.004","1.064","1.004","-2.24%"
"11/28/2022","1.070","1.030","1.089","1.025","-1.56%"
"11/25/2022","1.087","0.969","1.089","0.969","13.94%"
