"Date","Price","Open","High","Low","Change %"
"10/27/2023","1.013","1.008","1.016","0.996","-2.92%"
"10/26/2023","1.044","1.091","1.097","1.026","-1.88%"
"10/25/2023","1.064","1.022","1.066","0.998","2.50%"
"10/24/2023","1.038","1.074","1.074","0.996","-1.80%"
"10/23/2023","1.057","1.127","1.127","1.056","-2.13%"
"10/20/2023","1.080","1.143","1.143","1.073","-4.42%"
"10/19/2023","1.130","1.133","1.133","1.115","1.44%"
"10/18/2023","1.114","1.138","1.138","1.072","0.27%"
"10/17/2023","1.111","1.104","1.111","1.048","5.21%"
"10/16/2023","1.056","1.085","1.086","1.043","0.38%"
"10/13/2023","1.052","1.096","1.101","1.019","-3.13%"
"10/12/2023","1.086","1.057","1.086","1.031","2.65%"
"10/11/2023","1.058","1.087","1.087","0.983","-0.09%"
"10/10/2023","1.059","1.074","1.094","1.041","0.28%"
"10/09/2023","1.056","1.086","1.130","1.025","-5.80%"
"10/06/2023","1.121","1.129","1.129","1.081","-0.71%"
"10/05/2023","1.129","1.129","1.129","1.082","0.80%"
"10/04/2023","1.120","1.090","1.120","1.069","-0.71%"
"10/03/2023","1.128","1.072","1.128","1.035","6.52%"
"10/02/2023","1.059","1.084","1.084","1.046","2.52%"
"09/29/2023","1.033","1.086","1.097","1.033","-8.34%"
"09/28/2023","1.127","1.099","1.127","1.060","6.22%"
"09/27/2023","1.061","1.048","1.063","1.016","1.73%"
"09/26/2023","1.043","1.099","1.102","1.010","-4.22%"
"09/25/2023","1.089","1.080","1.089","1.049","4.71%"
"09/22/2023","1.040","1.064","1.064","1.038","-2.16%"
"09/21/2023","1.063","1.126","1.126","1.012","-2.83%"
"09/20/2023","1.094","1.125","1.125","1.075","-2.76%"
"09/19/2023","1.125","1.093","1.125","1.085","3.88%"
"09/18/2023","1.083","1.091","1.100","1.073","0.93%"
"09/15/2023","1.073","1.046","1.073","1.030","3.57%"
"09/14/2023","1.036","1.046","1.051","1.025","-1.61%"
"09/13/2023","1.053","1.115","1.117","1.043","-3.31%"
"09/12/2023","1.089","1.123","1.123","1.051","2.83%"
"09/11/2023","1.059","1.053","1.064","1.035","3.62%"
"09/08/2023","1.022","0.994","1.048","0.986","-0.58%"
"09/07/2023","1.028","0.990","1.030","0.990","1.48%"
"09/06/2023","1.013","0.977","1.018","0.955","5.52%"
"09/05/2023","0.960","0.972","0.983","0.939","-0.31%"
"09/04/2023","0.963","0.996","0.996","0.938","-14.02%"
"09/01/2023","1.120","0.941","1.120","0.897","19.91%"
"08/31/2023","0.934","0.978","0.980","0.919","-3.01%"
"08/30/2023","0.963","0.968","0.992","0.951","2.12%"
"08/29/2023","0.943","0.941","0.959","0.929","-2.38%"
"08/28/2023","0.966","0.988","0.996","0.954","-6.12%"
"08/25/2023","1.029","1.015","1.029","0.965","-8.04%"
"08/24/2023","1.119","0.944","1.119","0.938","15.48%"
"08/23/2023","0.969","1.048","1.048","0.950","-5.74%"
"08/22/2023","1.028","1.118","1.118","1.018","-5.86%"
"08/21/2023","1.092","1.037","1.092","0.992","3.70%"
"08/18/2023","1.053","1.048","1.053","0.994","0.38%"
"08/17/2023","1.049","1.070","1.070","1.029","-6.00%"
"08/16/2023","1.116","1.058","1.116","0.992","9.20%"
"08/15/2023","1.022","1.064","1.077","1.022","-1.45%"
"08/14/2023","1.037","1.056","1.061","1.021","-3.62%"
"08/11/2023","1.076","1.049","1.076","1.003","9.24%"
"08/10/2023","0.985","0.973","0.985","0.959","0.31%"
"08/09/2023","0.982","0.963","0.982","0.913","1.55%"
"08/08/2023","0.967","0.960","0.972","0.921","-6.75%"
