"Date","Price","Open","High","Low","Change %"
"10/27/2023","0.973","0.965","1.023","0.961","-4.84%"
"10/26/2023","1.022","1.072","1.079","1.017","-3.13%"
"10/25/2023","1.055","1.019","1.057","0.989","2.03%"
"10/24/2023","1.034","1.072","1.072","1.007","-2.08%"
"10/23/2023","1.056","1.124","1.124","1.056","-3.39%"
"10/20/2023","1.093","1.137","1.137","1.084","-3.53%"
"10/19/2023","1.133","1.138","1.138","1.123","0.98%"
"10/18/2023","1.122","1.140","1.140","1.021","1.26%"
"10/17/2023","1.108","1.051","1.108","1.002","5.52%"
"10/16/2023","1.050","1.096","1.098","1.001","0.00%"
"10/13/2023","1.050","1.101","1.107","1.035","-3.93%"
"10/12/2023","1.093","1.066","1.093","1.044","3.41%"
"10/11/2023","1.057","1.082","1.082","1.010","0.57%"
"10/10/2023","1.051","1.076","1.100","1.027","-0.66%"
"10/09/2023","1.058","1.120","1.135","1.052","-5.54%"
"10/06/2023","1.120","1.154","1.158","1.105","-2.69%"
"10/05/2023","1.151","1.131","1.153","1.112","2.95%"
"10/04/2023","1.118","1.138","1.138","1.071","-1.76%"
"10/03/2023","1.138","1.111","1.138","1.053","4.02%"
"10/02/2023","1.094","1.047","1.094","1.023","4.59%"
"09/29/2023","1.046","1.137","1.137","1.044","-8.57%"
"09/28/2023","1.144","1.099","1.144","1.068","5.73%"
"09/27/2023","1.082","1.071","1.084","1.029","1.69%"
"09/26/2023","1.064","1.087","1.093","1.031","-1.21%"
"09/25/2023","1.077","1.081","1.081","1.058","0.37%"
"09/22/2023","1.073","1.060","1.073","1.035","1.13%"
"09/21/2023","1.061","1.145","1.145","1.041","-3.46%"
"09/20/2023","1.099","1.134","1.134","1.099","-3.09%"
"09/19/2023","1.134","1.096","1.134","1.091","3.47%"
"09/18/2023","1.096","1.099","1.103","1.075","0.55%"
"09/15/2023","1.090","1.049","1.090","1.041","4.51%"
"09/14/2023","1.043","1.048","1.085","1.031","-3.07%"
"09/13/2023","1.076","1.112","1.132","1.058","-0.65%"
"09/12/2023","1.083","1.128","1.132","1.068","2.17%"
"09/11/2023","1.060","1.055","1.068","1.036","2.51%"
"09/08/2023","1.034","1.001","1.047","1.001","-2.54%"
"09/07/2023","1.061","1.039","1.061","1.008","8.71%"
"09/06/2023","0.976","0.978","0.978","0.976","-0.20%"
"09/05/2023","0.978","0.983","0.983","0.947","-0.31%"
"09/04/2023","0.981","1.001","1.001","0.942","-0.30%"
"09/01/2023","0.984","0.951","0.984","0.907","1.97%"
"08/31/2023","0.965","0.991","1.002","0.930","-1.03%"
"08/30/2023","0.975","0.999","1.001","0.937","2.52%"
"08/29/2023","0.951","0.971","0.978","0.940","-8.82%"
"08/28/2023","1.043","0.998","1.043","0.964","0.29%"
"08/25/2023","1.040","1.011","1.040","0.972","-0.19%"
"08/24/2023","1.042","0.974","1.042","0.941","5.15%"
"08/23/2023","0.991","1.040","1.040","0.952","-3.88%"
"08/22/2023","1.031","1.040","1.040","1.018","-0.77%"
"08/21/2023","1.039","1.037","1.039","0.997","0.00%"
"08/18/2023","1.039","1.052","1.052","0.997","-3.53%"
"08/17/2023","1.077","1.075","1.077","1.036","2.96%"
"08/16/2023","1.046","1.063","1.063","1.002","-2.88%"
"08/15/2023","1.077","1.044","1.084","1.033","3.26%"
"08/14/2023","1.043","1.056","1.061","1.021","-1.88%"
"08/11/2023","1.063","1.043","1.063","1.004","7.70%"
"08/10/2023","0.987","0.980","0.987","0.960","-0.20%"
"08/09/2023","0.989","0.969","0.989","0.915","1.54%"
"08/08/2023","0.974","0.962","0.974","0.925","-6.17%"
"08/07/2023","1.038","1.023","1.040","0.998","1.67%"
"08/04/2023","1.021","1.048","1.059","0.993","-1.73%"
"08/03/2023","1.039","1.017","1.039","0.997","2.16%"
"08/02/2023","1.017","1.030","1.050","0.983","-0.88%"
"07/31/2023","1.026","1.046","1.059","1.009","-0.68%"
"07/28/2023","1.033","1.067","1.067","0.978","4.13%"
"07/27/2023","0.992","1.035","1.035","0.948","0.00%"
"07/26/2023","0.992","0.951","0.994","0.951","0.92%"
"07/25/2023","0.983","0.992","0.999","0.929","5.70%"
"07/24/2023","0.930","1.010","1.011","0.914","-5.97%"
"07/21/2023","0.989","0.967","0.989","0.949","-1.20%"
"07/20/2023","1.001","0.963","1.001","0.933","6.49%"
"07/19/2023","0.940","0.881","0.940","0.847","4.44%"
"07/18/2023","0.900","0.974","0.974","0.890","-9.64%"
"07/17/2023","0.996","1.006","1.006","0.948","0.30%"
"07/14/2023","0.993","1.011","1.033","0.977","-1.97%"
"07/13/2023","1.013","1.049","1.049","0.971","-6.81%"
"07/12/2023","1.087","1.169","1.169","1.073","-6.13%"
"07/11/2023","1.158","1.136","1.163","1.105","2.30%"
"07/10/2023","1.132","1.119","1.155","1.097","2.35%"
"07/07/2023","1.106","1.126","1.126","1.035","4.73%"
"07/06/2023","1.056","0.995","1.078","0.970","9.09%"
"07/05/2023","0.968","0.963","0.983","0.904","-2.32%"
"07/04/2023","0.991","1.013","1.018","0.961","-1.59%"
"07/03/2023","1.007","1.007","1.009","0.932","0.40%"
"06/30/2023","1.003","1.028","1.050","0.985","-1.67%"
"06/29/2023","1.020","0.952","1.033","0.945","7.03%"
"06/28/2023","0.953","0.958","0.958","0.890","-0.31%"
"06/27/2023","0.956","0.911","0.956","0.861","7.54%"
"06/26/2023","0.889","0.916","0.943","0.882","-6.72%"
"06/23/2023","0.953","1.010","1.025","0.919","-9.50%"
"06/22/2023","1.053","1.005","1.053","0.944","2.73%"
"06/21/2023","1.025","1.028","1.037","0.960","4.49%"
"06/20/2023","0.981","1.047","1.053","0.981","-7.54%"
"06/19/2023","1.061","1.038","1.076","1.025","-3.55%"
"06/16/2023","1.100","1.154","1.165","1.050","0.82%"
"06/15/2023","1.091","1.120","1.132","1.024","6.23%"
"06/14/2023","1.027","0.980","1.034","0.945","4.58%"
"06/13/2023","0.982","0.943","0.982","0.937","-2.09%"
"06/12/2023","1.003","0.980","1.003","0.913","3.72%"
"06/09/2023","0.967","0.948","0.983","0.944","-0.21%"
"06/08/2023","0.969","0.908","0.969","0.881","8.39%"
"06/07/2023","0.894","0.933","0.944","0.826","6.05%"
"06/06/2023","0.843","1.001","1.001","0.806","-13.18%"
"06/05/2023","0.971","0.953","0.981","0.881","14.24%"
"06/02/2023","0.850","0.889","0.889","0.828","-5.76%"
"06/01/2023","0.902","0.900","0.908","0.824","1.46%"
"05/31/2023","0.889","0.876","0.889","0.822","-1.55%"
"05/30/2023","0.903","0.945","0.976","0.903","-13.01%"
"05/26/2023","1.038","1.086","1.086","0.992","0.00%"
"05/25/2023","1.038","1.031","1.038","0.962","8.24%"
"05/24/2023","0.959","0.973","0.998","0.940","1.27%"
"05/23/2023","0.947","0.933","0.974","0.933","1.28%"
"05/22/2023","0.935","0.945","0.952","0.889","4.12%"
"05/19/2023","0.898","0.999","1.045","0.898","-0.55%"
"05/17/2023","0.903","0.892","0.965","0.855","1.12%"
"05/16/2023","0.893","0.875","0.929","0.856","-0.11%"
"05/15/2023","0.894","0.900","0.900","0.855","3.83%"
"05/12/2023","0.861","0.842","0.873","0.819","4.24%"
"05/11/2023","0.826","0.922","0.922","0.795","-13.78%"
"05/10/2023","0.958","0.992","1.012","0.917","-2.84%"
"05/09/2023","0.986","1.011","1.011","0.963","-2.86%"
"05/08/2023","1.015","0.993","1.022","0.992","2.01%"
"05/05/2023","0.995","0.985","0.997","0.947","4.08%"
"05/04/2023","0.956","1.049","1.068","0.950","-7.00%"
"05/03/2023","1.028","1.003","1.051","0.924","12.84%"
"05/02/2023","0.911","1.082","1.082","0.911","-11.81%"
"04/28/2023","1.033","1.012","1.075","0.939","1.97%"
"04/27/2023","1.013","1.081","1.092","1.013","-3.34%"
"04/26/2023","1.048","1.031","1.048","1.002","1.16%"
"04/25/2023","1.036","1.111","1.123","1.034","-10.15%"
"04/24/2023","1.153","1.080","1.153","1.065","0.70%"
"04/21/2023","1.145","1.062","1.145","1.058","9.46%"
"04/20/2023","1.046","1.083","1.083","1.039","-3.77%"
"04/19/2023","1.087","1.087","1.087","1.082","-0.18%"
"04/18/2023","1.089","1.089","1.089","1.087","-0.09%"
"04/17/2023","1.090","1.163","1.179","1.090","-6.12%"
"04/14/2023","1.161","1.048","1.184","1.048","11.85%"
"04/13/2023","1.038","0.977","1.038","0.954","4.53%"
"04/12/2023","0.993","1.213","1.265","0.993","-18.07%"
"04/11/2023","1.212","1.197","1.220","1.164","9.78%"
"04/06/2023","1.104","1.154","1.173","1.083","-3.50%"
"04/05/2023","1.144","1.251","1.251","1.136","-5.92%"
"04/04/2023","1.216","1.276","1.303","1.216","-0.08%"
"04/03/2023","1.217","1.271","1.281","1.216","-1.22%"
"03/31/2023","1.232","1.246","1.299","1.217","-1.20%"
"03/30/2023","1.247","1.151","1.268","1.112","3.66%"
"03/29/2023","1.203","1.274","1.274","1.165","0.00%"
"03/28/2023","1.203","1.213","1.240","1.158","7.89%"
"03/27/2023","1.115","1.195","1.195","1.042","-0.36%"
"03/24/2023","1.119","1.174","1.174","1.028","-0.80%"
"03/23/2023","1.128","1.116","1.209","1.111","-8.74%"
"03/22/2023","1.236","1.170","1.236","1.126","12.06%"
"03/21/2023","1.103","0.919","1.103","0.904","15.86%"
"03/20/2023","0.952","0.861","0.977","0.861","-1.96%"
"03/17/2023","0.971","1.093","1.104","0.874","-5.36%"
"03/16/2023","1.026","1.102","1.104","0.952","4.06%"
"03/15/2023","0.986","1.280","1.288","0.975","-20.93%"
"03/14/2023","1.247","1.096","1.247","0.993","10.55%"
"03/13/2023","1.128","1.399","1.399","1.030","-20.40%"
"03/10/2023","1.417","1.394","1.442","1.364","-4.84%"
