"Date","Price","Open","High","Low","Change %"
"10/27/2023","1.130","1.115","1.172","1.115","0.18%"
"10/26/2023","1.128","1.164","1.171","1.115","-2.42%"
"10/25/2023","1.156","1.081","1.158","1.058","7.34%"
"10/24/2023","1.077","1.111","1.111","1.038","-2.53%"
"10/23/2023","1.105","1.172","1.172","1.105","-3.49%"
"10/20/2023","1.145","1.174","1.180","1.133","-1.04%"
"10/19/2023","1.157","1.151","1.175","1.140","0.61%"
"10/18/2023","1.150","1.152","1.152","1.113","1.41%"
"10/17/2023","1.134","1.152","1.152","1.105","2.25%"
"10/16/2023","1.109","1.133","1.148","1.092","2.78%"
"10/13/2023","1.079","1.145","1.148","1.060","-2.88%"
"10/12/2023","1.111","1.098","1.113","1.061","3.06%"
"10/11/2023","1.078","1.120","1.121","1.040","-3.49%"
"10/10/2023","1.117","1.161","1.184","1.117","-1.15%"
"10/09/2023","1.130","1.147","1.227","1.113","-3.50%"
"10/06/2023","1.171","1.190","1.197","1.171","-3.06%"
"10/05/2023","1.208","1.181","1.213","1.170","0.67%"
"10/04/2023","1.200","1.206","1.223","1.151","0.50%"
"10/03/2023","1.194","1.162","1.194","1.106","5.20%"
"10/02/2023","1.135","1.125","1.155","1.101","0.89%"
"09/29/2023","1.125","1.160","1.160","1.087","-3.10%"
"09/28/2023","1.161","1.107","1.174","1.100","5.83%"
"09/27/2023","1.097","1.087","1.104","1.054","1.39%"
"09/26/2023","1.082","1.179","1.186","1.053","-7.12%"
"09/25/2023","1.165","1.126","1.165","1.122","4.95%"
"09/22/2023","1.110","1.099","1.129","1.076","1.00%"
"09/21/2023","1.099","1.154","1.154","1.015","-1.61%"
"09/20/2023","1.117","1.134","1.153","1.069","2.38%"
"09/19/2023","1.091","1.113","1.113","1.057","-3.37%"
"09/18/2023","1.129","1.128","1.129","1.064","4.93%"
"09/15/2023","1.076","1.066","1.100","1.051","3.46%"
"09/14/2023","1.040","1.063","1.072","1.020","-3.44%"
"09/13/2023","1.077","1.117","1.117","1.074","-1.19%"
"09/12/2023","1.090","1.135","1.138","1.084","-0.64%"
"09/11/2023","1.097","1.056","1.103","1.044","6.40%"
"09/08/2023","1.031","1.011","1.083","0.998","-1.25%"
"09/07/2023","1.044","1.045","1.053","0.982","5.67%"
"09/06/2023","0.988","0.998","1.026","0.951","2.70%"
"09/05/2023","0.962","0.985","1.000","0.930","-1.84%"
"09/04/2023","0.980","0.959","0.997","0.925","3.92%"
"09/01/2023","0.943","0.953","0.963","0.887","3.51%"
"08/31/2023","0.911","0.975","0.975","0.905","-3.29%"
"08/30/2023","0.942","0.972","0.972","0.933","1.51%"
"08/29/2023","0.928","0.951","0.954","0.914","-4.03%"
"08/28/2023","0.967","0.988","0.993","0.933","-0.31%"
"08/25/2023","0.970","1.002","1.002","0.956","-1.62%"
"08/24/2023","0.986","0.956","0.995","0.930","0.92%"
"08/23/2023","0.977","0.986","0.997","0.924","-2.79%"
"08/22/2023","1.005","1.053","1.056","0.991","-3.55%"
"08/21/2023","1.042","1.041","1.043","0.983","3.78%"
"08/18/2023","1.004","1.043","1.043","0.982","-4.83%"
"08/17/2023","1.055","1.079","1.079","1.018","6.14%"
"08/16/2023","0.994","1.007","1.043","0.987","-1.78%"
"08/15/2023","1.012","1.089","1.089","1.008","-2.50%"
"08/14/2023","1.038","1.083","1.088","1.020","-0.38%"
"08/11/2023","1.042","1.059","1.059","1.011","6.00%"
"08/10/2023","0.983","1.018","1.018","0.957","2.40%"
"08/09/2023","0.960","0.937","0.966","0.916","1.91%"
"08/08/2023","0.942","1.033","1.044","0.928","-8.37%"
"08/07/2023","1.028","1.084","1.091","0.994","-4.10%"
"08/04/2023","1.072","1.092","1.128","1.070","1.80%"
"08/03/2023","1.053","1.028","1.067","1.028","4.05%"
"08/02/2023","1.012","1.011","1.044","1.007","2.74%"
"07/31/2023","0.985","1.012","1.017","0.981","1.44%"
"07/28/2023","0.971","1.016","1.023","0.955","0.52%"
"07/27/2023","0.966","0.949","0.983","0.923","-0.10%"
"07/26/2023","0.967","0.935","0.970","0.935","2.87%"
"07/25/2023","0.940","0.954","0.956","0.917","3.18%"
"07/24/2023","0.911","0.941","0.941","0.875","-0.98%"
"07/21/2023","0.920","0.938","0.941","0.913","-1.18%"
"07/20/2023","0.931","0.921","0.942","0.901","1.64%"
"07/19/2023","0.916","0.856","0.917","0.845","3.39%"
"07/18/2023","0.886","0.933","0.933","0.876","-5.74%"
"07/17/2023","0.940","0.976","0.988","0.919","-3.98%"
"07/14/2023","0.979","1.009","1.009","0.963","-1.90%"
"07/13/2023","0.998","1.033","1.033","0.970","-4.04%"
"07/12/2023","1.040","1.043","1.091","1.027","-1.52%"
"07/11/2023","1.056","1.076","1.076","1.016","-0.56%"
"07/10/2023","1.062","1.040","1.088","1.024","3.41%"
"07/07/2023","1.027","1.001","1.036","0.996","2.60%"
"07/06/2023","1.001","0.982","1.011","0.953","6.94%"
"07/05/2023","0.936","0.922","0.936","0.823","4.35%"
"07/04/2023","0.897","0.900","0.948","0.889","0.34%"
"07/03/2023","0.894","0.956","0.956","0.844","-1.54%"
"06/30/2023","0.908","0.993","0.998","0.904","-3.71%"
"06/29/2023","0.943","0.909","0.989","0.893","4.66%"
"06/28/2023","0.901","0.915","0.925","0.871","0.67%"
"06/27/2023","0.895","0.932","0.938","0.882","-3.56%"
